Title,Authors,PublicationType,URL,KeyFindings,Abstract
Administration of omega-3 fatty acids and Raloxifene to women at high risk of breast cancer: interim feasibility and biomarkers analysis from a clinical trial.,"Signori, DuBrock, Richie, Prokopczyk, Demers, Hamilton, Hartman, Liao, El-Bayoumy, Manni","Journal Article, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/22669332/," Omega-3 fatty acids (n-3FA) may inhibit mammary carcinogenesis . The antiestrogen, Raloxifene (Ral) is an effective breast cancer chemopreventive agent .","The antiestrogen, Raloxifene (Ral) is an effective breast cancer chemopreventive agent. Omega-3 fatty acids (n-3FA) may inhibit mammary carcinogenesis. On the basis of their mechanisms of action, we test the hypothesis that a combination of n-3FA and Ral may be superior in reducing select biomarkers of breast cancer risk in women. Postmenopausal women at increased risk for breast cancer (breast density ≥ 25%) were randomized to: (1) no intervention; (2) Ral 60 mg; (3) Ral 30 mg; (4) n-3FA (Lovaza) 4 g and (5) Lovaza 4 g+Ral 30 mg for 2 years. Reduction in breast density is the primary end point of the study. We report preliminary data on feasibility, compliance and changes in secondary end points related to IGF-I signaling, estrogen metabolism, oxidative stress and inflammation in the first group of 46 women who completed 1 year of the study. All interventions were well tolerated with excellent compliance (96 ± 1% overall) by pill count and also supported by the expected rise in both serum n-3FA and n-3FA/Omega-6 fatty acids (n-6FA) ratio in women randomized to groups 4 and 5 (P<0.05). Lovaza decreased serum triglycerides and increased high-density lipoprotein (HDL) cholesterol compared with control (P<0.05 for both). Ral reduced serum IGF-1 in a dose-dependent manner (P<0.05) while Lovaza did not. Lovaza had no effect on IGF-1 or IGFBP-3. None of the other biomarkers were affected by our treatment. The combination of Lovaza and Ral is a feasible strategy that may be recommended in future breast cancer chemoprevention trials."
"The Minnesota Green Tea Trial (MGTT), a randomized controlled trial of the efficacy of green tea extract on biomarkers of breast cancer risk: study rationale, design, methods, and participant characteristics.","Samavat, Dostal, Wang, Bedell, Emory, Ursin, Torkelson, Gross, Le, Yu, Yang, Yee, Wu, Yuan, Kurzer","Journal Article, Randomized Controlled Trial, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/26206423/," The Minnesota Green Tea Trial (MGTT) was a randomized, placebo-controlled, double-blinded trial . Participants were healthy postmenopausal women at high risk of breast cancer due to dense breast tissue with differing catechol-O-methyltransferase (COMT) genotypes . Primary endpoints included changes in percent mammographic density, circulating endogenous sex hormones, and insulin-like growth factor axis proteins . Secondary endpoints were changes in urinary estrogens and estrogen metabolites and circulating F2-isoprostanes, a biomarker of oxidative stress .","The Minnesota Green Tea Trial (MGTT) was a randomized, placebo-controlled, double-blinded trial investigating the effect of daily green tea extract consumption for 12 months on biomarkers of breast cancer risk. Participants were healthy postmenopausal women at high risk of breast cancer due to dense breast tissue with differing catechol-O-methyltransferase (COMT) genotypes. The intervention was a green tea catechin extract containing 843.0 ± 44.0 mg/day epigallocatechin gallate or placebo capsules for 1 year. Annual digital screening mammograms were obtained at baseline and month 12, and fasting blood and 24-h urine samples were provided at baseline and at months 6 and 12. Primary endpoints included changes in percent mammographic density, circulating endogenous sex hormones, and insulin-like growth factor axis proteins; secondary endpoints were changes in urinary estrogens and estrogen metabolites and circulating F2-isoprostanes, a biomarker of oxidative stress. The MGTT screened more than 100,000 mammograms and randomized 1,075 participants based on treatment (green tea extract vs. placebo), stratified by COMT genotype activity (high COMT vs. low/intermediate COMT genotype activity). A total of 937 women successfully completed the study and 138 dropped out (overall dropout rate = 12.8 %). In this paper we report the rationale, design, recruitment, participant characteristics, and methods for biomarker and statistical analyses."
Progressive resistance versus relaxation training for breast cancer patients during adjuvant chemotherapy: design and rationale of a randomized controlled trial (BEATE study).,"Schmidt, Wiskemann, Krakowski-Roosen, Knicker, Habermann, Schneeweiss, Ulrich, Steindorf","Journal Article, Randomized Controlled Trial",https://pubmed.ncbi.nlm.nih.gov/23103936/," Cancer-related fatigue is a common severe symptom in breast cancer patients, especially during chemotherapy . Resistance training as an accompanying treatment to chemotherapy has been minimally investigated, yet might counteract muscle degradation and inflammation caused by many chemotherapeutics .","Cancer-related fatigue is a common severe symptom in breast cancer patients, especially during chemotherapy. Exercise appears to be promising in prevention or treatment of fatigue. Resistance training as an accompanying treatment to chemotherapy has been minimally investigated, yet might counteract muscle degradation and inflammation caused by many chemotherapeutics, and thus forestall or reduce fatigue. Previous exercise trials mostly compared the intervention with 'usual care'. Therefore, it is unclear to what extent the observed effects on fatigue are based on physical adaptations by exercise itself, or rather on psycho-social factors linked to the group support or attention by the trainer. The BEATE study is a randomized, controlled intervention trial comparing a 12-week supervised progressive resistance training program with a supervised group-based progressive muscle relaxation training in 100 patients with breast cancer under adjuvant chemotherapy. The primary endpoint is cancer-related fatigue; secondary endpoints include quality of life, depression, and cognitive capacity. In addition, isokinetic and isometric muscle strength, cardiorespiratory fitness, and body composition are measured, and biomarkers, such as inflammatory parameters, cortisol, and oxidative stress are analyzed in blood, saliva and urine. Safety of the resistance training during chemotherapy is monitored. Strengths of the BEATE study include the investigation of progressive resistance training parallel with chemotherapy, the choice of a control group that enables an evaluation of the physiological effects of exercise beyond potential psycho-social effects, and the comprehensive and high-quality assessment of physiological factors and biomarkers potentially related to fatigue."
"Antiangiogenic action of redox-modulating Mn(III) meso-tetrakis(N-ethylpyridinium-2-yl)porphyrin, MnTE-2-PyP(5+), via suppression of oxidative stress in a mouse model of breast tumor.","Rabbani, Spasojevic, Zhang, Moeller, Haberle, Vasquez-Vivar, Dewhirst, Vujaskovic, Batinic-Haberle","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't, Research Support, U.S. Gov't, Non-P.H.S.",https://pubmed.ncbi.nlm.nih.gov/19591920/," The study indicates for the first time that MnTE-2-PyP(5+) has anti-cancer activity in its own right . Oxidative stress was largely attenuated as observed through the decreased levels of DNA damage, protein 3-nitrotyrosine, macrophage infiltration, and NADPH oxidase .","MnTE-2-PyP(5+) is a potent catalytic scavenger of reactive oxygen and nitrogen species, primarily superoxide and peroxynitrite. It therefore not only attenuates primary oxidative damage, but was found to modulate redox-based signaling pathways (HIF-1alpha, NF-kappaB, SP-1, and AP-1) and thus, in turn, secondary oxidative injury also. Cancer has been widely considered an oxidative stress condition. The goal of this study was to prove if and why a catalytic SOD mimic/peroxynitrite scavenger would exert anti-cancer effects, i.e., to evaluate whether the attenuation of the oxidative stress by MnTE-2-PyP(5+) could suppress tumor growth in a 4T1 mouse breast tumor model. Tumor cells were implanted into Balb/C mouse flanks. Three groups of mice (n=25) were studied: control (PBS) and 2 and 15 mg/kg/day of MnTE-2-PyP(5+) given subcutaneously twice daily starting when the tumors averaged 200 mm(3) (until they reached approximately 5-fold the initial volume). Intratumoral hypoxia (pimonidazole, carbonic anhydrase), HIF-1alpha, VEGF, proliferating capillary index (CD105), microvessel density (CD31), protein nitration, DNA oxidation (8-OHdG), NADPH oxidase (Nox-4), apoptosis (CD31), macrophage infiltration (CD68), and tumor drug levels were assessed. With 2 mg/kg/day a trend toward tumor growth delay was observed, and a significant trend was observed with 15 mg/kg/day. The 7.5-fold increase in drug dose was accompanied by a similar (6-fold) increase in tumor drug levels. Oxidative stress was largely attenuated as observed through the decreased levels of DNA damage, protein 3-nitrotyrosine, macrophage infiltration, and NADPH oxidase. Further, hypoxia was significantly decreased as were the levels of HIF-1alpha and VEGF. Consequently, suppression of angiogenesis was observed; both the microvessel density and the endothelial cell proliferation were markedly decreased. Our study indicates for the first time that MnTE-2-PyP(5+) has anti-cancer activity in its own right. The anti-cancer activity via HIF/VEGF pathways probably arises from the impact of the drug on the oxidative stress. Therefore, the catalytic scavenging of ROS/RNS by antioxidants, which in turn suppresses cellular transcriptional activity, could be an appropriate strategy for anti-cancer therapy. Enhancement of the anti-cancer effects may be achieved by optimizing the dosing regime, utilizing more bioavailable Mn porphyrins (MnP), and combining MnP treatment with irradiation, hyperthermia, and chemotherapy. Mn porphyrins may be advantageous compared to other anti-cancer drugs, owing to their radioprotection of normal tissue and the ability to afford pain management in cancer patients via prevention of chronic morphine tolerance."
"Protective effects of Panax ginseng against doxorubicin-induced cardiac toxicity in patients with non-metastatic breast cancer: A randomized, double-blind, placebo-controlled clinical trial.","Hamidian, Foroughinia, Haghighat, Attar, Haem","Randomized Controlled Trial, Journal Article",https://pubmed.ncbi.nlm.nih.gov/35975564/," Anthracycline-based chemotherapy increases the risk of cancer therapeutics-related cardiac dysfunction . Women with non-metastatic breast cancer whose left ventricular ejection fraction was ≥ 50% were randomly assigned in 1:1 ratio to receive ginseng (1 g/day) or placebo . Echocardiographic measurements were performed at baseline, after the fourth, and eighth chemotherapy cycles .","Anthracycline-based chemotherapy increases the risk of cancer therapeutics-related cardiac dysfunction. Recently, evidences from in vitro experiments and animal studies have shown that ginsenosides may exert cardiovascular protection against cancer therapeutics-related cardiac dysfunction. Here, we aimed to evaluate this effect in a clinical situation. In this randomized, double-blind, placebo-controlled clinical trial, women with non-metastatic breast cancer whose left ventricular ejection fraction was ≥ 50% were randomly assigned in 1:1 ratio to receive ginseng (1 g/day) or placebo besides standard chemotherapy. Echocardiographic measurements were performed at baseline, after the fourth, and eighth chemotherapy cycles. High-sensitive cardiac troponin I was assessed at baseline and after the 4th cycle. The primary endpoint of the study was change in left ventricular ejection fraction. Cancer therapeutics-related cardiac dysfunction was defined as a drop in left ventricular ejection fraction of ≥ 10% from baseline. Results from 30 patients were included in the final analysis (15 patients in each group). In the intervention and control groups, left ventricular ejection fraction was dropped from 62.0 ± 0.9% to 60.7 ± 1.0% (difference = -1.3 ± 1.1%) and from 63.27 ± 1.1% to 58.0 ± 1.3% (difference = -5.27 ± 0.8%), respectively (difference = 3.97%, <i>p</i> = 0.006) at the end of the fourth cycle of chemotherapy. After the eighth cycle of chemotherapy, the mean left ventricular ejection fraction was increased by 0.8 ± 1.3% from baseline in the intervention group, whereas the placebo group experienced a reduction of -7.3 ± 1.4% (difference = 8.1%, <i>p</i>-value < 0.001). None of the patients in the ginseng group in comparison to 1(6.7%, <i>p</i>-value = 0.5) and 5 (33.3%, <i>p</i>-value = 0.02) patients in the placebo group developed cancer therapeutics-related cardiac dysfunction after the fourth and eighth cycles, respectively. High-sensitive cardiac troponin I levels were not significantly different between groups. Prophylactic ginseng supplementation may protect against doxorubicin-induced early cancer therapeutics-related cardiac dysfunction and early decline in left ventricular ejection fraction in breast cancer patients."
A clinical trial of lovastatin for modification of biomarkers associated with breast cancer risk.,"Vinayak, Schwartz, Jensen, Lipson, Alli, McPherson, Fernandez, Sharma, Staton, Mills, Schackmann, Telli, Kardashian, Ford, Kurian","Clinical Trial, Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/24166281/," Thirty women were enrolled, and 26 completed the study . The results are inconclusive and do not exclude a favorable effect on breast cancer risk . The study was generally well-tolerated, and one (3.8%) required a dose reduction .","Pre-clinical and epidemiologic studies provide rationale for evaluating lipophilic statins for breast cancer prevention. We conducted a single-arm, biomarker modulation trial of lovastatin among women with increased risk of breast cancer. Eligibility criteria included a deleterious germline mutation in BRCA1, BRCA2, CDH1, or TP53; lifetime breast cancer risk of ≥20 % as estimated by the Claus model; or personal history of estrogen receptor and progesterone receptor-negative breast cancer. Participants received 40 mg of lovastatin orally twice daily for 6 months. We evaluated the following biomarkers before and after lovastatin use: breast duct cytology (primary endpoint), serum lipids, C-reactive protein, insulin-like growth factor-1, IGF binding protein-3, lipid peroxidation, oxidative DNA damage, 3-hydroxy-3-methylglutaryl CoA reductase genotype, and mammographic density. Thirty women were enrolled, and 26 (86.7 %) completed the study. For the primary endpoint of changes in breast duct cytology sampled by random periareolar fine needle aspiration, most participants [57.7 %, 95 % confidence interval (CI) 38.9-74.5 %] showed no change after lovastatin; 19.2 % (CI 8.1-38.3 %) had a favorable change in cytology, 7.7 % (95 % CI 1.0-25.3 %) had an unfavorable change, and 15.4 % (95 % CI 5.5-34.2 %) had equivocal results due to acellular specimens, usually after lovastatin. No significant changes were observed in secondary biomarker endpoints. The study was generally well-tolerated: 4 (13.3 %) participants did not complete the study, and one (3.8 %) required a dose reduction. This trial was technically feasible, but demonstrated no significant biomarker modulation; contributing factors may include insufficient sample size, drug dose and/or duration. The results are inconclusive and do not exclude a favorable effect on breast cancer risk."
Selenomethionine protects hematopoietic stem/progenitor cells against cobalt nanoparticles by stimulating antioxidant actions and DNA repair functions.,"Zhu, Liu, Zhang, Fan, Wang, Gu, Sun, Liu","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/33875618/," Hematopoietic stem cells can differentiate into all blood lineages to maintain hematopoiesis, wound healing, and immune functions . Recently, cobalt-chromium alloy casting implants have been used extensively in total hip replacements . Cobalt nanoparticles released from the alloy were toxic to HSCs and HPCs . Selenomethionine (SeMet) attenuated the toxicity of CoNPs by enhancing the antioxidant ability of cells .","Hematopoietic stem cells (HSCs) and hematopoietic progenitor cells (HPCs) can differentiate into all blood lineages to maintain hematopoiesis, wound healing, and immune functions. Recently, cobalt-chromium alloy casting implants have been used extensively in total hip replacements; however, cobalt nanoparticles (CoNPs) released from the alloy were toxic to HSCs and HPCs. We aimed to investigate the mechanism underlying the toxic effect of CoNPs on HSCs/HPCs and to determine the protective effect of selenomethionine (SeMet) against CoNPs <i>in vitro</i> and <i>in vivo</i>. Human and rat CD34+ HSCs/HPCs were isolated from cord blood and bone marrow, respectively. CoNPs decreased the viability of CD34+ HSCs/HPCs and increased apoptosis. SeMet attenuated the toxicity of CoNPs by enhancing the antioxidant ability of cells. The protective effect of SeMet was not completely abolished after adding H2O2 to abrogate the improvement of the antioxidant capacity by SeMet. SeMet and CoNPs stimulated ATM/ATR DNA damage response signals and inhibited cell proliferation. Unlike CoNPs, SeMet did not damage the DNA, and cell proliferation recovered after removing SeMet. SeMet inhibited the CoNP-induced upregulation of hypoxia inducible factor (HIF)-1α, thereby disrupting the inhibitory effect of HIF-1α on breast cancer type 1 susceptibility protein (BRCA1). Moreover, SeMet promoted BRCA1-mediated ubiquitination of cyclin B by upregulating UBE2K. Thus, SeMet enhanced cell cycle arrest and DNA repair post-CoNP exposure. Overall, SeMet protected CD34+ HSCs/HPCs against CoNPs by stimulating antioxidant activity and DNA repair."
"Prevention of doxorubicin-induced Cardiotoxicity by pharmacological non-hypoxic myocardial preconditioning based on Docosahexaenoic Acid (DHA) and carvedilol direct antioxidant effects: study protocol for a pilot, randomized, double-blind, controlled trial (CarDHA trial).","Carrasco, Ramirez, Nes, Schuster, Aguayo, Morales, Ramos, Hasson, Sotomayor, Henriquez, Cortés, Erazo, Salas, Gormaz","Journal Article, Randomized Controlled Trial",https://pubmed.ncbi.nlm.nih.gov/32019575/," Anthracycline-induced cardiotoxicity (AIC) has been associated with poor clinical outcomes . Carvedilol, a β-blocker with unique antioxidant properties, emerged as a strategy to prevent AIC, but recent trials question its effectiveness . We hypothesize that breast cancer patients taking carvedilol as well as a non-hypoxic myocardial preconditioning based on docosahexaenoic acid (DHA), an enhancer of cardiac endogenous antioxidant capacity .","Anthracycline-induced cardiotoxicity (AIC), a condition associated with multiple mechanisms of damage, including oxidative stress, has been associated with poor clinical outcomes. Carvedilol, a β-blocker with unique antioxidant properties, emerged as a strategy to prevent AIC, but recent trials question its effectiveness. Some evidence suggests that the antioxidant, not the β-blocker effect, could prevent related cardiotoxicity. However, carvedilol's antioxidant effects are probably not enough to prevent cardiotoxicity manifestations in certain cases. We hypothesize that breast cancer patients taking carvedilol as well as a non-hypoxic myocardial preconditioning based on docosahexaenoic acid (DHA), an enhancer of cardiac endogenous antioxidant capacity, will develop less subclinical cardiotoxicity manifestations than patients randomized to double placebo. We designed a pilot, randomized controlled, two-arm clinical trial with 32 patients to evaluate the effects of non-hypoxic cardiac preconditioning (DHA) plus carvedilol on subclinical cardiotoxicity in breast cancer patients undergoing anthracycline treatment. The trial includes four co-primary endpoints: changes in left ventricular ejection fraction (LVEF) determined by cardiac magnetic resonance (CMR); changes in global longitudinal strain (GLS) determined by two-dimensional echocardiography (ECHO); elevation in serum biomarkers (hs-cTnT and NT-ProBNP); and one electrocardiographic variable (QTc interval). Secondary endpoints include other imaging, biomarkers and the occurrence of major adverse cardiac events during follow-up. The enrollment and follow-up for clinical outcomes is ongoing. We expect a group of anthracycline-treated breast cancer patients exposed to carvedilol and non-hypoxic myocardial preconditioning with DHA to show less subclinical cardiotoxicity manifestations than a comparable group exposed to placebo. ISRCTN registry, ID: ISRCTN69560410. Registered on 8 June 2016."
Evaluation of lecithinized human recombinant super oxide dismutase as cardioprotectant in anthracycline-treated breast cancer patients.,"Broeyer, Osanto, Suzuki, de Jongh, van Slooten, Tanis, Bruning, Bax, Ritsema van Eck, de Kam, Cohen, Mituzhima, Burggraaf","Journal Article, Multicenter Study, Randomized Controlled Trial, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/24844787/," Anthracycline-induced cardiotoxicity is (partly) mediated by free radical overload . The primary end point was protection against cardiac damage evaluated using echocardiography, QT assessments and biochemical markers for myocardial function .","Anthracycline-induced cardiotoxicity is (partly) mediated by free radical overload. A randomized study was performed in breast cancer patients to investigate whether free radical scavenger super oxide dismutase (SOD) protects against anthracycline-induced cardiotoxicity as measured by changes in echo, electrocardiography and an array of biomarkers. Eighty female, chemotherapy-naïve breast cancer patients (median age 49, range 24-67 years) scheduled for four or five courses of adjuvant 3 weekly doxorubicin plus cyclophosphamide (AC) chemotherapy, were randomly assigned to receive 80 mg PC-SOD (human recombinant SOD bound to lecithin) or placebo, administered intravenously (i.v.) immediately prior to each AC course. The primary end point was protection against cardiac damage evaluated using echocardiography, QT assessments and a set of biochemical markers for myocardial function, oxidative stress and inflammation. Assessments were performed before and during each course of chemotherapy, and at 1, 4 and 9 months after completion of the chemotherapy regimen. In all patients cardiac effects such as increases in NT-proBNP concentration and prolongation of the QTc interval were noticed. There were no differences between the PC-SOD and placebo-treated patients in systolic or diastolic cardiac function or for any other of the biomarkers used to assess the cardiac effects of anthracyclines. PC-SOD at a dose of 80 mg i.v. is not cardioprotective in patients with breast carcinoma treated with anthracyclines."
An original phylogenetic approach identified mitochondrial haplogroup T1a1 as inversely associated with breast cancer risk in BRCA2 mutation carriers.,"Blein, Bardel, Danjean, McGuffog, Healey, Barrowdale, Lee, Dennis, Kuchenbaecker, Soucy, Terry, Chung, Goldgar, Buys, , Janavicius, Tihomirova, Tung, Dorfling, van Rensburg, Neuhausen, Ding, Gerdes, Ejlertsen, Nielsen, Hansen, Osorio, Benitez, Conejero, Segota, Weitzel, Thelander, Peterlongo, Radice, Pensotti, Dolcetti, Bonanni, Peissel, Zaffaroni, Scuvera, Manoukian, Varesco, Capone, Papi, Ottini, Yannoukakos, Konstantopoulou, Garber, Hamann, Donaldson, Brady, Brewer, Foo, Evans, Frost, Eccles, , Douglas, Cook, Adlard, Barwell, Walker, Izatt, Side, Kennedy, Tischkowitz, Rogers, Porteous, Morrison, Platte, Eeles, Davidson, Hodgson, Cole, Godwin, Isaacs, Claes, De Leeneer, Meindl, Gehrig, Wappenschmidt, Sutter, Engel, Niederacher, Steinemann, Plendl, Kast, Rhiem, Ditsch, Arnold, Varon-Mateeva, Schmutzler, Preisler-Adams, Markov, Wang-Gohrke, de Pauw, Lefol, Lasset, Leroux, Rouleau, Damiola, , Dreyfus, Barjhoux, Golmard, Uhrhammer, Bonadona, Sornin, Bignon, Carter, Van Le, Piedmonte, DiSilvestro, de la Hoya, Caldes, Nevanlinna, Aittomäki, Jager, van den Ouweland, Kets, Aalfs, van Leeuwen, Hogervorst, Meijers-Heijboer, , Oosterwijk, van Roozendaal, Rookus, Devilee, van der Luijt, Olah, Diez, Teulé, Lazaro, Blanco, Del Valle, Jakubowska, Sukiennicki, Gronwald, Lubinski, Durda, Jaworska-Bieniek, Agnarsson, Maugard, Amadori, Montagna, Teixeira, Spurdle, Foulkes, Olswold, Lindor, Pankratz, Szabo, Lincoln, Jacobs, Corines, Robson, Vijai, Berger, Fink-Retter, Singer, Rappaport, Kaulich, Pfeiler, Tea, Greene, Mai, Rennert, Imyanitov, Mulligan, Glendon, Andrulis, Tchatchou, Toland, Pedersen, Thomassen, Kruse, Jensen, Caligo, Friedman, Zidan, Laitman, Lindblom, Melin, Arver, Loman, Rosenquist, Olopade, Nussbaum, Ramus, Nathanson, Domchek, Rebbeck, Arun, Mitchell, Karlan, Lester, Orsulic, Stoppa-Lyonnet, Thomas, Simard, Couch, Offit, Easton, Chenevix-Trench, Antoniou, Mazoyer, Phelan, Sinilnikova, Cox","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/25925750/," Variability in mitochondrial genetic background can alter reactive oxygen species production, leading to cancer risk . BRCA1/2 genes are involved in DNA double-strand break repair, DNA alterations that can be caused by exposure to reactive oxygen . Mitochondrial genome variations affect electron transport chain efficiency .","Individuals carrying pathogenic mutations in the BRCA1 and BRCA2 genes have a high lifetime risk of breast cancer. BRCA1 and BRCA2 are involved in DNA double-strand break repair, DNA alterations that can be caused by exposure to reactive oxygen species, a main source of which are mitochondria. Mitochondrial genome variations affect electron transport chain efficiency and reactive oxygen species production. Individuals with different mitochondrial haplogroups differ in their metabolism and sensitivity to oxidative stress. Variability in mitochondrial genetic background can alter reactive oxygen species production, leading to cancer risk. In the present study, we tested the hypothesis that mitochondrial haplogroups modify breast cancer risk in BRCA1/2 mutation carriers. We genotyped 22,214 (11,421 affected, 10,793 unaffected) mutation carriers belonging to the Consortium of Investigators of Modifiers of BRCA1/2 for 129 mitochondrial polymorphisms using the iCOGS array. Haplogroup inference and association detection were performed using a phylogenetic approach. ALTree was applied to explore the reference mitochondrial evolutionary tree and detect subclades enriched in affected or unaffected individuals. We discovered that subclade T1a1 was depleted in affected BRCA2 mutation carriers compared with the rest of clade T (hazard ratio (HR) = 0.55; 95% confidence interval (CI), 0.34 to 0.88; P = 0.01). Compared with the most frequent haplogroup in the general population (that is, H and T clades), the T1a1 haplogroup has a HR of 0.62 (95% CI, 0.40 to 0.95; P = 0.03). We also identified three potential susceptibility loci, including G13708A/rs28359178, which has demonstrated an inverse association with familial breast cancer risk. This study illustrates how original approaches such as the phylogeny-based method we used can empower classical molecular epidemiological studies aimed at identifying association or risk modification effects."
Schisandrin B prevents doxorubicin-induced chronic cardiotoxicity and enhances its anticancer activity in vivo.,"Xu, Liu, Sun, Pan, Sun, Yan, Hu","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/22164272/," Schisandrin B (Sch B) could protect against doxorubicin (Dox)-induced acute cardiotoxicity via enhancing cardiomyocytic glutathione redox cycling . Sch B is the only molecule ever proved to function as a cardioprotective agent as well as a chemotherapeutic sensitizer, potentially applicable for cancer treatment .","To mitigate the cardiotoxicity of anthracycline antibiotics without compromising their anticancer activities is still an issue to be solved. We previously demonstrated that schisandrin B (Sch B) could protect against doxorubicin (Dox)-induced acute cardiotoxicity via enhancing cardiomyocytic glutathione redox cycling that could attenuate oxidative stress generated from Dox. In this study, we attempted to prove if Sch B could also protect against Dox-induced chronic cardiotoxicity, a more clinically relevant issue, without compromising its anticancer activity. Rat was given intragastrically either vehicle or Sch B (50 mg/kg) two hours prior to i.p. Dox (2.5 mg/kg) weekly over a 5-week period with a cumulative dose of Dox 12.5 mg/kg. At the 6th and 12th week after last dosing, rats were subjected to cardiac function measurement, and left ventricles were processed for histological and ultrastructural examination. Dox anticancer activity enhanced by Sch B was evaluated by growth inhibition of 4T1, a breast cancer cell line, and S180, a sarcoma cell line, in vitro and in vivo. Pretreatment with Sch B significantly attenuated Dox-induced loss of cardiac function and damage of cardiomyocytic structure. Sch B substantially enhanced Dox cytotoxicities toward S180 in vitro and in vivo in mice, and increased Dox cytotoxcity against 4T1 in vitro. Although we did not observe this enhancement against the implanted 4T1 primary tumor, the spontaneous metastasis to lung was significantly reduced in combined treatment group than Dox alone group. Sch B is capable of protecting Dox-induced chronic cardiotoxicity and enhancing its anticancer activity. To the best of our knowledge, Sch B is the only molecule ever proved to function as a cardioprotective agent as well as a chemotherapeutic sensitizer, which is potentially applicable for cancer treatment."
"3,3'-Diindolymethane ameliorates adriamycin-induced cardiac fibrosis via activation of a BRCA1-dependent anti-oxidant pathway.","Yao, Hu, Yin, Huang, Zhu, Chen, Zang, Dong, Zhang","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/23376355/," 3,3'-diindolymethane (DIM) exhibits a significant anti-fibrosis effect on cardiac tissue in an animal model of adriamycin-induced cardiac fibrosis (AICF) DIM is able to dramatically up-regulate the expression of breast cancer type 1 susceptibility protein (BRCA1) in cardiac tissue .","The cardiotoxicity of adriamycin greatly limits its application in the treatment of cancer. Heart failure that is caused by adriamycin-treatment induced cardiac fibrosis is a major cause of death in patients who are treated with this medication. The severe oxidative stress that is induced by adriamycin is considered to be one of the primary mechanisms by which fibrogenesis of cardiac tissue occurs. In the present study, we demonstrate that 3,3'-diindolymethane (DIM) exhibits a significant anti-fibrosis effect on cardiac tissue in an animal model of adriamycin-induced cardiac fibrosis (AICF). Further studies demonstrated that DIM is able to dramatically up-regulate the expression of breast cancer type 1 susceptibility protein (BRCA1) in cardiac tissue and fibroblast, which subsequently activate the transcription factor Nuclear factor (erythroid-derived 2)-like 2 (Nrf2). The upregulation of this transcription factor resulted in the expression of several anti-oxidant genes in the cell. Because DIM is a safe food additive that has been used for decades, our findings suggest that there is a great potential for this chemical to be developed into a clinical medication for the treatment of adriamycin-induced heart failure during cancer therapy."
