Title,Authors,PublicationType,URL,KeyFindings,Abstract
Adolescent carotenoid intake and benign breast disease.,"Boeke, Tamimi, Berkey, Colditz, Eliassen, Malspeis, Willett, Frazier","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/24709924/,"Carotenoids may reduce risk of benign breast disease (BBD), an independent risk factor for breast cancer. We examined adolescent carotenoid intake in relation to BBD in young women. The findings warrant further study.","Carotenoids may reduce risk of benign breast disease (BBD), an independent risk factor for breast cancer, through antioxidative or antiproliferative mechanisms. Exposure to carotenoids may be most important during adolescence when breast tissue is still developing. We examined adolescent carotenoid intake in relation to BBD in young women. In 6593 adolescent girls in the prospective Growing Up Today Study cohort, intakes of Î±-carotene, Î²-carotene, Î²-cryptoxanthin, lutein/zeaxanthin, and lycopene were assessed by using the means from food-frequency questionnaires in 1996, 1997, and 1998. Girls reported biopsy-confirmed BBD on questionnaires in 2005, 2007, and 2010 (n = 122). We conducted logistic regression of energy-adjusted carotenoid intakes in relation to BBD, adjusted for age, family history of breast cancer or BBD, age at menarche, nulliparity, alcohol intake, BMI, and physical activity. Mean (SD) age at baseline was 12.0 (1.6) years. Î²-Carotene intake was inversely associated with BBD; comparing the highest to lowest quartile, the multivariate-adjusted odds ratio was 0.58 (95% confidence interval: 0.34-1.00; P-trend = .03). Î±-Carotene and lutein/zeaxanthin were also inversely associated with BBD, but the associations were not statistically significant. Adolescent carotenoid intake may be associated with lower BBD risk; these findings warrant further study."
Breast cancer and the role of breast size as a contributory factor.,"Koch, Nicolai, de Vries",Journal Article,https://pubmed.ncbi.nlm.nih.gov/15325660/,A lower incidence of breast cancer than expected was found in a study conducted by Deapen and Brody in women who had undergone augmentation surgery. The findings seem to support the hypothesis that silicone breast implants have some kind of anticarcinogenic effect.,"Several studies have been published on the incidence of breast cancer following augmentation mammaplasty, with very different conclusions. A lower incidence of breast cancer than expected was found in a study conducted by Deapen and Brody in women who had undergone augmentation surgery, and an anticarcinogenic effect of silicone implants has been suggested. Before accepting this conclusion it is important to study the relationship between breast size and the risk of developing breast cancer. It can be assumed that on average, women who have their breasts enlarged have smaller breasts, originally, than other women. Therefore, it seemed possible that breast size might be the predominant factor, and not the silicone implant. To test the hypothesis that women with breast cancer have statistically larger breasts than women who are not found to have breast cancer, a questionnaire was sent to each of 232 women who had undergone surgery for breast cancer; 146 of these questionnaires were returned. Body mass index (BMI) and breast size were compared against the corresponding values in a population-based control group. The results showed no statistical difference between the two groups in BMI or breast size. These findings seem to support the hypothesis that silicone breast implants have some kind of anticarcinogenic effect."
Prevention and genetic testing for breast cancer: variations in medical decisions.,"Bouchard, Blancquaert, Eisinger, Foulkes, Evans, Sobol, Julian-Reynier","Comparative Study, Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/14723904/,"The availability of genetic tests for BRCA gene mutations prompted cancer geneticists to give information about genetic risk. These consist mainly of breast self-examination, mammography screening, chemoprevention and prophylactic surgery (mastectomy, oophorectomy)","The discovery linking the genes BRCA1&2 to familial breast cancer played an important role in the clinical practice of geneticists and physicians. The availability of genetic tests for BRCA gene mutations prompted cancer geneticists to give information about genetic risk and to assess many women with a personal or family history of breast or ovarian cancer to inform them of preventive measures. These consist mainly of breast self-examination, mammography screening, chemoprevention and prophylactic surgery (mastectomy, oophorectomy). This paper examines clinical practices related to hereditary breast cancer testing and introduces a number of results from a survey carried out, between 1996 and 1998, in three clinics located in Montreal (Quebec, Canada), Marseilles (France) and Manchester (Great Britain). Results show substantial differences in the way cancer geneticists deal with environmental risk factors, breast and ovarian cancer testing, and chemoprevention and prophylactic surgery. Differences across cities persist in the multivariate analysis, suggesting that attitudes towards preventive measures may be partially explained by cultural factors. Different dimensions of culture are discussed including the social representation of health and risk, the interpretation of scientific evidence and the role of innovation leadership."
Menstrual cycling and breast cancer: an evolutionary perspective.,Strassmann,"Journal Article, Research Support, Non-U.S. Gov't, Research Support, U.S. Gov't, Non-P.H.S., Review",https://pubmed.ncbi.nlm.nih.gov/10100133/,"This article attempts to bridge the disciplinary gap between evolutionary biology and clinical studies of women's health. The specific focus is on the relationship between breast cancer and exposure to ovarian hormones during normal menstrual cycling. This point is illustrated by data on the Dogon of Mali, a traditional West African population.","This article attempts to bridge the disciplinary gap between evolutionary biology and clinical studies of women's health. The resulting dialogue is predicted to have useful implications for research aimed at the prevention of women's reproductive cancers. The specific focus is on the relationship between breast cancer and exposure to ovarian hormones during normal menstrual cycling. The clinician's view of normal cycling is radically different from that uncovered by evolutionary studies of noncontracepting populations. This point is illustrated by data on the Dogon of Mali, a traditional West African population with a mean of 8.6 +/- 0.3 live births per woman. The Dogon data include hormonal profiles (urinary estrone-3-glucuronide and pregnanediol-3-glucuronide) of 93 women (sampled twice weekly for 10 weeks) and a census of women's visits to menstrual huts (n = 736 days). Dogon women menstruated regularly only if they were sterile. Otherwise, women aged 20-34 years had a median of only two menses each over the 2-year study period. The median number of menses per lifetime was approximately 100, about a third as many as experienced by an American woman who had three live births. These results contribute to a growing body of evidence that women's bodies were designed by natural selection to spend most of the time in lactational amenorrhea and add support to the view that contraceptives can be made safer if they forego the hormonal swings associated with menstruation. This conclusion is further reinforced by evidence that menstrual bleeding serves no adaptive purpose."
Female preventive practices: breast and smear tests.,"Gil Lacruz, Gil Lacruz, Gorgemans",Journal Article,https://pubmed.ncbi.nlm.nih.gov/24830920/,Breast cancer and cervical cancer are the most common female cancers in Spain and in many developed countries. The main goal of this paper is to identify the determinants of individual decisions on breast screening and smear testing. We highlight the fact that regional public screening programmes improve individual decisions.,"Breast cancer and cervical cancer are the most common female cancers in Spain and in many developed countries. The main goal of this paper is to identify the determinants of individual decisions on breast screening and smear testing, that is to say, the decision to take a test for the first time and the decision to test with suitable regularity. To that end, we have combined analyses of micro and macro data (the Spanish National Health Survey and Spanish Regional Social Indicators) and employed multilevel estimation models. Among the main results, we highlight the fact that regional public screening programmes improve individual decisions on screening (more women testing for the first time and more women testing regularly) and, furthermore, they generate positive synergies; for example, regional public programmes for smear testing improve individual decisions on both cervical and breast cancer screening. In addition, we conclude that it is not only important to know if the numbers of women undergoing breast screening and smear testing are increasing, it is also important to know if they are testing regularly."
"Breast cancer prevention knowledge, beliefs, and information sources between non-Hispanic and Hispanic college women for risk reduction focus.","Kratzke, Amatya, Vilchis","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/24989348/,"Study examined breast cancer prevention knowledge, beliefs, and information sources between non-Hispanic and Hispanic college women. Most common information sources were Internet (75%) and magazines (69%) Non-Hispanic college women with breast cancer family history were more likely to receive information from providers, friends, and mothers.","Although growing research focuses on breast cancer screenings, little is known about breast cancer prevention with risk reduction awareness for ethnic differences among college-age women. This study examined breast cancer prevention knowledge, beliefs, and information sources between non-Hispanic and Hispanic college women. Using a cross-sectional study, women at a university in the Southwest completed a 51-item survey about breast cancer risk factors, beliefs, and media and interpersonal information sources. The study was guided by McGuire's Input Output Persuasion Model. Of the 546 participants, non-Hispanic college women (n = 277) and Hispanic college women (n = 269) reported similar basic knowledge levels of modifiable breast cancer risk factors for alcohol consumption (52 %), obesity (72 %), childbearing after age 35 (63 %), and menopausal hormone therapy (68 %) using bivariate analyses. Most common information sources were Internet (75 %), magazines (69 %), provider (76 %) and friends (61 %). Least common sources were radio (44 %), newspapers (34 %), and mothers (36 %). Non-Hispanic college women with breast cancer family history were more likely to receive information from providers, friends, and mothers. Hispanic college women with a breast cancer family history were more likely to receive information from their mothers. Breast cancer prevention education for college women is needed to include risk reduction for modifiable health behavior changes as a new focus. Health professionals may target college women with more information sources including the Internet or apps."
"Knowledge, Attitudes and Practices Regarding Breast Cancer amongst Lebanese Females in Beirut.","El Asmar, Bechnak, Fares, Al Oweini, Alrazim, El Achkar, Tamim",Journal Article,https://pubmed.ncbi.nlm.nih.gov/29580030/,"Study aimed to assess level of breast cancer knowledge, attitudes and screening practices in Lebanese females. Highest average was the knowledge of symptoms and the lowest that of curability. Most frequent barriers to mammography were fear of learning bad news, pain, costs, and staff unpleasantness.","Objectives: Regular screening for breast cancer is associated with better survival, but compliance with guidelines depends on good knowledge and attitudes. This study aimed to assess the level of breast cancer knowledge, attitudes and screening practices in Lebanese females, and identify their socio-demographic determinants as well as barriers to mammography use. Methods: This cross-sectional study was conducted with 371 Lebanese females residing in Beirut aged 18-65 with no history of breast cancer. The questionnaire applied was adapted from Stager and Champion. The overall knowledge score was determined with sections on general knowledge, curability, symptoms, and screening; the overall attitude score concerned attitudes towards breast cancer, screening, and barriers; and the overall practices score was for breast self examination (BSE), clinical breast examination (CBE) and mammography. Bivariate and multivariate analyses of socioeconomic determinants were performed for each score. Results: The mean knowledge score was 55.5Â±17.1% and that for attitudes was 71.9Â±8.3%. For self-examination, mammography and clinical examination practices, individual means were 45.7Â±42.3%, 77.9Â±36.5% and 29.1Â±45.5%, respectively. Knowledge, attitudes and practices correlated positively with each other (p<0.0001). The highest average was the knowledge of symptoms (72.8Â±24.7%), and the lowest that of curability (49.6Â±25.7%). Most frequent barriers to mammography were fear of learning bad news, pain, costs, and staff unpleasantness. Higher education was associated with better knowledge (p=0.002) and smoking with lower levels (p=0.003). Older age (p=0.002), higher education (p=0.02), and taking exercise (p=0.02) were associated with better attitudes. Higher education (p=0.02) and having children (p=0.003) were associated with better practices. Conclusion: More emphasis should be placed on educating females on the curability of breast cancer and specific targeting of the barriers identified."
Adolescent diet and the risk of breast cancer in adulthood: a role for vitamin A?,"Schedin, Byers","Editorial, Research Support, Non-U.S. Gov't, Research Support, U.S. Gov't, P.H.S.",https://pubmed.ncbi.nlm.nih.gov/9357037/,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of New York for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.,
"Adolescent dietary fiber, vegetable fat, vegetable protein, and nut intakes and breast cancer risk.","Liu, Colditz, Cotterchio, Boucher, Kreiger","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/24737167/,"Population-based case-control study investigated the associations of dietary fiber, vegetable protein, vegetable fat, and nuts consumed during adolescence with adult breast cancer risk. Diet at ages 10-15 was assessed with a 55-item food frequency questionnaire among 2,865 cases and 3,299 controls. The ORs (95 % CI) for the highest versus the lowest quintile of intake were 0.66 (0.55-0.78) for fiber.","The importance of early-life exposures in breast cancer development is increasingly recognized. However, limited research has evaluated the relationship between adolescent diet and subsequent risk of breast cancer and reported inconsistent results. This population-based case-control study investigated the associations of dietary fiber, vegetable protein, vegetable fat, and nuts consumed during adolescence with adult breast cancer risk. Women, ages 25-74 years, who were diagnosed with first primary breast cancer between 2002 and 2003, were identified using the Ontario Cancer Registry. Controls were identified through random-digit dialing and age-frequency matched to cases. Diet at ages 10-15 was assessed with a 55-item food frequency questionnaire among 2,865 cases and 3,299 controls. Logistic regression was performed to estimate odds ratios (ORs) and 95 % confidence intervals (CIs). Inverse associations were found between intakes of dietary fiber, vegetable protein, vegetable fat, and nuts during adolescence and breast cancer risk, which persisted after controlling for adult intakes. The ORs (95 % CI) for the highest versus the lowest quintile of intake were 0.66 (0.55-0.78; P trend < 0.0001) for fiber, 0.80 (0.68-0.95; P trend = 0.01) for vegetable protein, 0.74 (0.63-0.87; P trend = 0.002) for vegetable fat, and 0.76 (0.61-0.95 for â‰¥1 serving/day vs. <1 serving/month intake; P trend = 0.04) for nuts. The reduced risk for adolescent intakes of fiber, vegetable protein, and nuts was largely limited to postmenopausal women (P interaction â‰¤ 0.05). Dietary fiber, vegetable protein, vegetable fat, and nuts consumed during adolescence were associated with reduced breast cancer risk."
The Yo me cuidoÂ® Program: Addressing Breast Cancer Screening and Prevention Among Hispanic Women.,"Davis, Ramos, Rivera-ColÃ³n, Escobar, Palencia, Grant, Green",Journal Article,https://pubmed.ncbi.nlm.nih.gov/25099235/,Breast cancer is less likely to be diagnosed at the earliest stage in Hispanic/Latino (Hispanic) women compared to non-Hispanic White women. Moffitt Cancer Center created a comprehensive health education program called Yo me cuido (Â®) (YMC),"Breast cancer is less likely to be diagnosed at the earliest stage in Hispanic/Latino (Hispanic) women compared to non-Hispanic White women, even after accounting for differences in age, socioeconomic status, and method of detection. Moffitt Cancer Center created a comprehensive health education program called Yo me cuido (Â®) (YMC) to address and reduce breast cancer disparities among Spanish- and English-speaking Hispanic women by providing breast cancer and healthy lifestyles awareness and education, and promoting breast cancer screenings, reminders, and referrals for women 40 years and older. The purpose of this paper is to showcase the innovative approaches and methods to cancer prevention and early detection of the YMC program, and to promote it as an effective tool for improving outcomes in community health education, outreach, and engagement activities with Hispanic populations. Key components of the program include educational workshops, mammogram referrals, and a multimedia campaign. The YMC program is unique because of its approaches in reaching the Hispanic population, such as delivering the program with compassionate services to empower participants to live a healthier lifestyle. Additionally, direct follow-up for mammography screenings is provided by program staff. From 2011 to 2013, YMC has educated 2,226 women and 165 men through 93 workshops. About 684 (52 %) women ages 40 and older have had a screening mammogram within their first year of participating in the program. The YMC program is an innovative cancer education and outreach program that has demonstrated a positive impact on the lives of the Hispanic community in the Tampa Bay region."
"Tackling breast cancer in developing countries: insights from the knowledge, attitudes and practices on breast cancer and its prevention among Nigerian teenagers in secondary schools.","Ifediora, Azuike",Journal Article,https://pubmed.ncbi.nlm.nih.gov/30656231/,"Breast cancer occurrences in developing countries are gradually matching caucasian levels. Since early detection is linked to reductions in morbidities and mortality, affordable screening techniques like breast self-examination (BSE) becomes imperative in these resource-limited economies.","Breast cancer occurrences in developing countries are gradually matching caucasian levels. Since early detection is linked to reductions in morbidities and mortality, affordable screening techniques like breast self-examination (BSE) becomes imperative in these resource-limited economies. Ascertaining the Knowledge, Attitudes, and Practices (KAP) of breast cancers and BSE among young adult females will help provide baseline information for early and targeted interventions. A cross sectional survey involving 432 female senior secondary school students in Otuocha Educational Zone of Anambra State, Nigeria. A total of 321 (74.3%) valid questionnaires were returned. Mean age was 16.79 Â± 1.48 years. Even though 84.6% and 55.2% had respectively heard about breast cancer and BSE, and the 'General Knowledge' of breast cancer was high (75.2%), specifics on 'Risk Factors' (41.5%) and 'Symptoms' (46.1%) were poor.Knowledge on correct BSE 'Techniques' was 52.9%, but few know when to commence (43.1%), the right frequency (31.5%), or the right timing (24.6%). A large majority (73.6%) had positive attitudes, but only 6.1% practice it monthly, while 55.3% had never done it at all. No significant predictors of Knowledge and Practice of BSE was identified. Health campaigns on BSE and breast cancers should provide specific details on techniques, risk factors and symptoms, while emphasizing on the right methods, timing and frequency. The positive attitudes identified raise optimism that health interventions would be effective and can have long term benefits. If possible, BSE and breast cancer teachings should be included in the secondary school academic curricula of resource-limited countries."
Inequalities in the use of gynecological visits and preventive services for breast and cervical cancer in Roma women in Spain.,"Usera-Clavero, Gil-GonzÃ¡lez, La Parra-Casado, Vives-Cases, Carrasco-Garrido, Caballero","Comparative Study, Journal Article",https://pubmed.ncbi.nlm.nih.gov/31938808/,"The Roma population in Spain makes up about two percent of the population. Roma women used gynecological visits less than the general population in 2006. Use of the mammogram was lower in Roma women, especially in the ages of screening tests.","The Roma population in Spain makes up about two percent of the population and has worse health indicators than the general population. We analyzed both populations in 2006 and 2014 to discover whether there are differences in terms of gynecological visits and preventive services for breast and cervical cancer in Spain. Cross-sectional study is based on the Spanish National Health Survey (SNHS) of 2006 and 2012 and the National Health Survey of the Roma Population (NHSRP) of 2006 and 2014. Roma women used gynecological visits less than the general population in 2006 (ORa 0.5 [0.4; 0.6] and in 2014 (ORa 0.2 [0.2; 0.3)]. In addition, use of the mammogram was lower in Roma women (ORa 0.7 [0.6; 0.8]), especially in the ages of the screening tests, and they had lower probability of receiving cervical examinations in 2006 (ORa 0.5 [0.4; 0.6]) and in 2014 (ORa 0.7 [0.6; 0.9]). This study shows that the inequality gap in gynecological visits and preventive services for breast and cervical cancer in Roma women has persisted during the years studied (2006 and 2014), despite Spanish prevention policies."
"Effects of an Educational Intervention on Breast Self-Examination, Breast Cancer Prevention-Related Knowledge, and Healthy Lifestyles in Scholars from a Low-Income Area in Bogota, Colombia.","Masso-CalderÃ³n, Meneses-EchÃ¡vez, Correa-Bautista, Tovar-Cifuentes, Alba-RamÃ­rez, Charry-Ãngel",Journal Article,https://pubmed.ncbi.nlm.nih.gov/27815813/,"The aim of this study was to evaluate the effects of an educational intervention on breast self-examination, cancer prevention-related knowledge, practices, and behavior change in scholars from a low-income area in Bogota, Colombia. Uncontrolled trial was conducted in 155 scholars.","The aim of this study was to evaluate the effects of an educational intervention on breast self-examination, cancer prevention-related knowledge, practices, and behavior change in scholars from a low-income area in Bogota, Colombia. Uncontrolled trial was conducted in 155 scholars. Two educational sessions, 90 min each, were carried out in March 2015 according to the Colombian guidelines for educational communication in the framework of cancer control. All participants completed a self-reported questionnaire at pre- and post-intervention, as well as 1, 3, and 6 months after the intervention. Breast self-examination was practiced by 78.1% of the scholars, and the overall knowledge of breast cancer risk factors was poor. The educational intervention resulted in significant improvements on breast self-examination practice, the knowledge of the technique, and the knowledge of the main risk factors for breast cancer as well as the practice of physical activity and vegetable intake at 6 months follow-up. An educational intervention according to the Colombian guidelines for educational communication in the framework of cancer control improved the practice of breast self-examination, cancer prevention-related knowledge, as well as the practice of physical activity and vegetable consumption in scholars from a low-income area in Bogota, Colombia. Further randomized controlled studies are warranted."
Refining the Focus on Early Life and Adolescent Pathways to Prevent Breast Cancer.,"Colditz, Toriola","Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/33136152/,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of New York for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.,
Relations between breast and cervical cancer prevention behaviour of female students at a school of health and their healthy life style.,"Malak, Yilmaz, Tuna, GÃ¼mÃ¼s, Turgay","Comparative Study, Journal Article",https://pubmed.ncbi.nlm.nih.gov/20593930/,"Regular breast self-examination (BSE) and pap-smear tests are the two of the positive heath behaviors for improving, promoting and protecting the health of adolescent girls. The research was conducted at Canakkale Onsekiz Mart University School of Health between November 2008 and February 2009.","Regular breast self-examination (BSE) and pap-smear tests are the two of the positive heath behaviors for improving, promoting and protecting the health of adolescent girls. The present quasi-experimental research was carried out with the purpose of analyzing the relations between breast and cervical cancer prevention behavior of female students at a School of Health and their health lifestyle. The research was conducted at Canakkale Onsekiz Mart University School of Health between November 2008 and February 2009. A total of 77 female students attending the first and second grades were included in the sample. Education pertinent to the matter was provided and evaluation was made three months later. A knowledge evaluation form for breast and gynecological examination, the Healthy Life-Style Behavior Scale (HPLP), was used in data collection. Number percentages, the McNemar Bowker test, the t test and the Mann Whitney U test were used in the evaluation. Despite the information they had received, not all of the students performed regular breast self-examination (BSE) prior to the education. For 24.7% (n=19) the reason for not doing regular BSE was their having no symptoms and for 29.9% (n=23) it was due to thinking that they would not have breast cancer. The reason for not having pap smear test was a virgin status. Three months after the education, knowledge level scores of the students increased approximately three and a half times (from 23.8-9.8) to 81.2-8.0). The rate of having regular BSE was 88.3% after three months, however; there was no pap smear test probably due to the fact that it was a taboo. When the rate of having regular BSE three months after the education and HLPL scores were compared, the scores of those having it regularly and the scores of those not having it regularly were found to be close and no statistically significant difference was detected (p> 0.05). In conclusion, consultancy service units should be established to comprehend the barriers perceived by adolescent girls who do not have regular health screening, to make appropriate strategic planning in order to eradicate the hindrances in Muslim societies and to enhance the motivation of youth with continuous education."
Health belief model and practice of breast self-examination and breast cancer screening in Iranian women.,"Hajian-Tilaki, Auladi","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/22990912/,"Cross-sectional study of 500 women aged 18-65 years was conducted in an urban population under the coverage of a health therapeutic system in Babol, northern Iran in 2012. Higher scores on the scales of perceived benefits, perceived confidence/self-efficacy, and health motivation showed significant positive association with performing BSE and BCE. For perceived susceptibility, perceived seriousness, and barriers, no significant association was observed.","The objective of this study is to determine the role of different health belief model components in practice of breast cancer screening among Iranian women. A cross-sectional study of 500 women aged 18-65 years was conducted in an urban population under the coverage of a health therapeutic system in Babol, northern Iran in 2012. Demographic data and data regarding practice of breast self-examination (BSE), breast clinical examination (BCE), and mammography were collected by interview, and a standard health belief model questionnaire was used to assess women's attitudes in six different domains based on a Likert scale that ranked from 1 to 5. The average score of each item for each domain was calculated. The Wilcoxon rank test and a multiple logistic regression model were used to estimate the odds ratio of each domain for performing breast cancer screening (BSE, BCE, and mammography). The mean age of the women was 31.2 (9.4) years. Overall, the average scores in domains of perceived benefit, self-efficacy, and health motivation were significantly higher among those who performed BSE and BCE, but not for mammography. For the domains of perception of susceptibility, seriousness, and barriers, no significant differences were observed. Higher scores on the scales of perceived benefits, perceived confidence/self-efficacy, and health motivation showed significant positive association with performing BSE [adjusted OR (95 % confidence interval [CI]) 1.73 (1.11, 2.72), 4.01 (2.39, 6.73), and 2.01 (1.30, 3.08), respectively] and BCE [adjusted OR (95 % CI) 1.65 (1.0, 2.95), 2.33 (1.39, 3.91), and 1.58 (1.0, 2.53), respectively], but not for performing mammography. For perceived susceptibility, perceived seriousness, and barriers, no significant association was observed. Positive attitudes toward perceived benefits, perceived confidence/self-efficacy, and health motivation have a strong association with performing BSE and BCE. The impact of health belief model subscales on breast cancer screening may vary with respect to culture and values."
The uptake of secondary prevention by adults with intellectual and developmental disabilities.,"Ouellette-Kuntz, Cobigo, Balogh, Wilton, Lunsky","Journal Article, Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/25530573/,"secondary prevention involves the early detection of disease while it is asymptomatic to prevent its progression. For adults with intellectual and developmental disabilities, secondary prevention is critical as they may not have the ability to recognize the early signs and symptoms of disease. Linked administrative health and social service data were used to document uptake related to four secondary prevention guidelines.","Secondary prevention involves the early detection of disease while it is asymptomatic to prevent its progression. For adults with intellectual and developmental disabilities, secondary prevention is critical as they may not have the ability to recognize the early signs and symptoms of disease or lack accessible information about these. Linked administrative health and social service data were used to document uptake related to four secondary prevention guidelines among adults with intellectual and developmental disabilities. Rates were compared to those from a general population sample representing the same age ranges. Of 22% of adults with intellectual and developmental disabilities had a periodic health examination in a two-year period (compared to 26.4% of adults without intellectual and developmental disabilities). Adults with intellectual and developmental disabilities were less likely to undergo recommended age and gender-specific screening for the three types of cancer studied (colorectal, breast and cervical). Adults with intellectual and developmental disabilities in Ontario experience disparities in secondary prevention. As changes to primary care delivery and secondary prevention recommendations in the province and elsewhere continue to evolve, close monitoring of the impacts on adults with intellectual and developmental disabilities combined with dedicated efforts to increase access is warranted."
Formative research on adolescent and adult perceptions of risk factors for breast cancer.,"Silk, Bigbsy, Volkman, Kingsley, Atkin, Ferrara, Goins","Journal Article, Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/16978750/,"This study uses the Health Belief Model as a framework to guide formative research of the lay public's perceptions of risks associated with breast cancer. Data were collected from adolescent females and adult females across four counties in Michigan, US. Results revealed that both adolescent and mother groups recognized gender and heredity as relevant risk factors.","This study uses the Health Belief Model (HBM) as a framework to guide formative research of the lay public's perceptions of risks associated with breast cancer. Data were collected from adolescent females and adult females across four counties in Michigan, US. Ten focus groups (N=91) were conducted and analyzed with a coding scheme based on the HBM. Participants' responses to focus group questions (N=5168 thought units) reveal beliefs about severity, susceptibility, and efficacy pertaining to breast cancer, nutrition, activity, environment, and the role of government and industry. Chi-squares examined the distribution of statements across categories between adult females and adolescent females. Results revealed that both adolescent and mother groups recognized gender and heredity as relevant risk factors related to susceptibility, and detection as a strategy to decrease severity of breast cancer through early treatment. Beliefs about environmental factors were characterized by uncertainty for both groups. Also, while adolescent girls communicated more about efficacy issues, mothers focused significantly more than adolescent girls on the role of government and industry in breast cancer prevention and treatment. Representative qualitative thought units are included based on their frequency, salience, and relevance to HBM message design guidelines. Formative research is the first phase in the development of health campaigns, informing the creation of health messages for target audiences."
"[Secondary cancers: Incidence, risk factors and recommendations].","Demoor-Goldschmidt, Fayech, Girard, Plantaz","English Abstract, Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/25911942/,"Cure rates for most childhood cancers and adolescents have made remarkable progress. The development of secondary malignancies has become an important question for these patients. The frequency is low, but the risk is significantly higher (between 3 and 10 times)","Cure rates for most childhood cancers and adolescents have made remarkable progress over the last thirty to forty years. The development of secondary malignancies has become an important question for these patients. The frequency is low, but the risk is significantly higher (between 3 and 10 times) and it is the leading cause of long-term mortality off relapse. In this literature review, we discuss the epidemiological aspect and the risk factors contributing to this increased risk, and conclude with a summary of current recommendations for screening and surveillance. We also discuss briefly the constitutional predisposing genetic contributions to other cancers."
Fruit and vegetable consumption in adolescence and early adulthood and risk of breast cancer: population based cohort study.,"Farvid, Chen, Michels, Cho, Willett, Eliassen",Journal Article,https://pubmed.ncbi.nlm.nih.gov/27170029/,"There is an association between higher fruit intake and lower risk of breast cancer. Food choices during adolescence might be particularly important. For individual fruits and vegetables, greater consumption of apple, banana, and grapes during adolescence and oranges and kale during early adulthood was significantly associated with a reduced risk. Fruit juice intake in adolescence or early adulthood wasn't associated with risk.","To evaluate the association between fruit and vegetable intake during adolescence and early adulthood and risk of breast cancer. Prospective cohort study. Health professionals in the United States. 90 476 premenopausal women aged 27-44 from the Nurses' Health Study II who completed a questionnaire on diet in 1991 as well as 44 223 of those women who completed a questionnaire about their diet during adolescence in 1998. Incident cases of invasive breast cancer, identified through self report and confirmed by pathology report. There were 3235 cases of invasive breast cancer during follow-up to 2013. Of these, 1347 cases were among women who completed a questionnaire about their diet during adolescence (ages 13-18). Total fruit consumption during adolescence was associated with a lower risk of breast cancer. The hazard ratio was 0.75 (95% confidence interval 0.62 to 0.90; P=0.01 for trend) for the highest (median intake 2.9 servings/day) versus the lowest (median intake 0.5 serving/day) fifth of intake. The association for fruit intake during adolescence was independent of adult fruit intake. There was no association between risk and total fruit intake in early adulthood and total vegetable intake in either adolescence or early adulthood. Higher early adulthood intake of fruits and vegetables rich in Î± carotene was associated with lower risk of premenopausal breast cancer. The hazard ratio was 0.82 (0.70 to 0.96) for the highest fifth (median intake 0.5 serving/day) versus the lowest fifth (median intake 0.03 serving/day) intake. The association with adolescent fruit intake was stronger for both estrogen and progesterone receptor negative cancers than estrogen and progesterone receptor positive cancers (P=0.02 for heterogeneity). For individual fruits and vegetables, greater consumption of apple, banana, and grapes during adolescence and oranges and kale during early adulthood was significantly associated with a reduced risk of breast cancer. Fruit juice intake in adolescence or early adulthood was not associated with risk. There is an association between higher fruit intake and lower risk of breast cancer. Food choices during adolescence might be particularly important."
Benign breast disorders.,"Santen, Mansel","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/16034013/,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of New York for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.,
