Title,Authors,PublicationType,URL,KeyFindings,Abstract
"Macronutrient supplements may reduce breast cancer risk: how, when and which?",Stoll,"Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/9306082/,"Both obesity and the Western diet are likely to stimulate insulin resistance, leading to increased levels of bioavailable estrogen. Increased intake of fibre-associated macronutrients may reduce insulin resistance in addition to reducing the circulating levels of estrogen. Soy protein constituents have been shown to inhibit the growth of rat mammary cancer models and also of human breast cancer cell line.","To examine evidence that specific fibre-associated macronutrients are associated with a decreased breast cancer risk. To review possible mechanisms, the age group when dietary intervention might be most effective and the choice of a suitable dietary supplement. This review distinguishes specific hormone-metabolic effects of dietary composition from those of body mass and fat distribution, in relation to the age at which they exert major effects on breast cancer risk. Both obesity and a high-fat/low-fibre diet in Western women may be associated with increased estrogen levels which are widely assumed to increase the risk of developing breast cancer. Both obesity and the Western diet are likely to stimulate insulin resistance, leading to increased levels of bioavailable estrogen. The concomitants of hyperinsulinemia may synergize with estrogen in stimulating progression of pre-neoplastic lesions in the breasts of late pre-menopausal women. Increased intake of fibre-associated macronutrients may reduce insulin resistance in addition to reducing the circulating levels of estrogen. The effect of dietary intervention on breast cancer risk in Western women may be tested in pre-menopausal women over the age of 40 y, with evidence of atypical hyperplasia in a breast biopsy. The most suitable fibre-associated macronutrient is still problematical but soy protein constituents have been shown to inhibit the growth of rat mammary cancer models and also of human breast cancer cell line in the laboratory."
Effectiveness of decision aids for female BRCA1 and BRCA2 mutation carriers: a systematic review.,"Krassuski, Vennedey, Stock, Kautz-Freimuth","Journal Article, Research Support, Non-U.S. Gov't, Systematic Review",https://pubmed.ncbi.nlm.nih.gov/31370837/,"BRCA1 and BRCA2 mutation carriers have an increased lifetime risk of developing breast and/or ovarian cancer. To help these women during their decision process, several patient decision aids (DA) were developed and evaluated in the last 15 years. Until now, there is no conclusive evidence on the effectiveness of these DA.","Female BRCA1 and BRCA2 mutation carriers have an increased lifetime risk of developing breast and/or ovarian cancer. Hence, they face the difficult decision of choosing a preventive strategy such as risk-reducing surgeries or intensified breast screening. To help these women during their decision process, several patient decision aids (DA) were developed and evaluated in the last 15 years. Until now, there is no conclusive evidence on the effectiveness of these DA. This study aims 1) to provide the first systematic literature review about DA addressing preventive strategy decisions for female BRCA1 and BRCA2 mutation carriers, 2) to analyze the quality of the existing evidence, 3) to evaluate the effects of DA on decision and information related outcomes, on the actual choice for preventive measure and on health outcomes. A systematic literature review was conducted using six electronic databases (inclusion criteria: DA addressing preventive strategies, female BRCA1 and BRCA2 mutation carriers, 18 to 75 years, knowledge of test result). The quality of the included randomized controlled trials (RCT) was evaluated with the Cochrane Collaboration's risk of bias tool. The quality of included one-group pretest-posttest design studies was evaluated with the ROBINS-I tool. Outcomes of included studies were extracted and qualitatively summarized. A total of 2093 records were identified. Six studies were included for further evaluation (5 RCT, 1 one-group pretest-posttest design study). One RCT was formally included, but data presentation did not allow for further analyses. The risk of bias was high in three RCT and unclear in one RCT. The risk of bias in the one-group pretest-posttest study was serious. The outcome assessment showed that the main advantages of DA are linked to the actual decision process: Female BRCA1 and BRCA2 mutation carriers using a DA had less decisional conflict, were more likely to reach a decision and were more satisfied with their decision. Decision aids can support female BRCA1 and BRCA2 mutation carriers during their decision process by significantly improving decision related outcomes. More high-quality evidence is needed to evaluate possible effects on information related outcomes, health outcomes and the actual choice for preventive measures."
[Can breast cancer be prevented?].,Vatten,"Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/2063386/,"More than six-fold variation in incidence between countries, an increasing incidence among immigrants to high incidence areas, and a general increase in the incidence of breast cancer within countries, are factors which suggest a potential for prevention. Reproductive factors such as early menarche, late age at first full term birth, nulliparity, and late. age at menopause increase risk.","More than six-fold variation in incidence between countries, an increasing incidence among immigrants to high incidence areas, and a general increase in the incidence of breast cancer within countries, are factors which suggest a potential for prevention. Reproductive factors such as early menarche, late age at first full term birth, nulliparity, and late age at menopause increase risk of breast cancer, but manipulation of any one of these factors does not seem to be a realistic preventive tool. Nevertheless, the future possibility of using tamoxifen as a chemopreventive agent against breast cancer is discussed, particularly in relation to women at increased risk due to familial clustering. Alcohol consumption by young women, and overweight among postmenopausal women may also increase the incidence of breast cancer. Consequently, reduced alcohol intake by young women, and weight reduction among overweight women after menopause may reduce the risk of breast cancer."
Fixed and modifiable risk factors for breast cancer.,Fentiman,"Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/11695073/,Most patients with benign breast problems are not at increased risk of breast cancer. Those with atypical epithelial hyperplasia have an increased risk and should be kept under surveillance or asked to participate in trials of prevention. Only 5% of breast cancers result from inherited genetic mutations.,"Likely pathogenesis of breast cancer is in two phases, initiation and promotion. Initiating factors include ionising irradiation, dietary factors and possibly alcohol consumption causing DNA mutations uncorrected by repair mechanisms. Subsequent promotional factors include exposure to oestrogens, reduced by late menarche, early pregnancy and lactation and increased by nulliparity, oral contraceptive use and hormone replacement therapy. Only 5% of breast cancers result from inherited genetic mutations of BRCA1 and BRCA2, but individuals with such mutations have a high risk (66-80%) of developing the disease. Most patients with benign breast problems are not at increased risk of breast cancer, but those with atypical epithelial hyperplasia have an increased risk and should be kept under surveillance or asked to participate in trials of prevention."
Mental and physical health consequences of alcohol use in women.,Hill,"Journal Article, Research Support, U.S. Gov't, P.H.S., Review",https://pubmed.ncbi.nlm.nih.gov/7624540/,The health consequences of alcohol use appear to depend on the characteristics of the person consuming the alcohol. Chronic consumption of alcohol in levels typically consumed by alcoholic women clearly produces adverse health consequences. Use of alcohol alone and in combination with psychoactive drugs presents special problems for older women.,"Chronic consumption of alcohol in levels typically consumed by alcoholic women clearly produces adverse health consequences, including a shorter life expectancy. The health consequences of alcohol use appear to depend on the characteristics of the person consuming the alcohol (genetic vulnerability to particular diseases, the particular point in the life span when the majority of the alcohol is consumed, and the pattern of consumption typical for that individual). For adolescence and young adulthood, emphasis is placed on increased rates of accidental and suicidal mortality. For middle age, breast cancer risk and risk for developing osteoporosis is discussed. Finally, use of alcohol alone and in combination with psychoactive drugs presents special problems for older women. Other specific adverse effects of alcohol are reviewed with respect to gender differences in cardiovascular, hepatological, and neuropathological outcome, as well as with respect to HIV/AIDS. Psychiatric comorbidity and domestic violence are also discussed with respect to gender differences."
Breast cancer risk: protective effect of an early first full-term pregnancy versus increased risk of induced abortion.,Canty,"Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/9243587/,"Induced abortion is a newly recognized risk factor and has been prevalent in our society since it was legalized in 1973. Early FFTP confers protection, while induced abortion confers risk. Most specific and controlled variables studies indicate 150% risk for abortions performed on women younger than 18 years of age.","To examine the question of whether an early first full-term pregnancy (FFTP) protects against breast cancer and whether interruption of the pregnancy with an induced abortion increases breast cancer risk. Published medical and epidemiology journal articles, books, scientific reports, news interviews of researchers, scientific journals. Continually increasing breast cancer rates cannot be explained by the American Cancer Society risk factors, which account for only 25% of cases. Induced abortion is a newly recognized risk factor and has been prevalent in our society since it was legalized in 1973. Early FFTP confers protection, while induced abortion confers risk. Most specific and controlled variables studies indicate 150% risk for abortions performed on women younger than 18 years of age. Studies have yet to discover the full impact of induced abortion because women who underwent legalized abortion in 1973 are just reaching ages of highest breast cancer incidence. IMPLICATIONS FOR NURSES: Awareness of a controversial risk factor and its relevance to women allows nurses to include this information when educating and supporting patients. Specifically, nurses need to include questions on this reproductive risk when eliciting a patient's reproductive history. Nurses should further be aware of the emotional impact disclosure may have."
Stimulating cancer screening among Latinas and African-American women. A community case study.,"Yancey, Walden","Journal Article, Research Support, U.S. Gov't, P.H.S., Review",https://pubmed.ncbi.nlm.nih.gov/8204458/,Video modalities have been demonstrated to be effective in increasing knowledge and promoting health-protective behavior in low-income people of color. An experience of rapid acceleration in demand for Pap smears in an underserved Latino community of East Los Angeles following the showing of one of these videos is chronicled.,"Recent studies have attributed underutilization of early cancer detection programs among the disadvantaged to knowledge deficits and myths, lack of belief in cancer susceptibility (denial), and such attitudinal barriers as fear and embarrassment. Video modalities have been demonstrated to be effective in increasing knowledge and promoting health-protective behavior in low-income people of color. Waiting rooms of public health clinic facilities in large urban areas provide a captive audience of predominantly African Americans and Latinos with a preference for obtaining health information from audiovisual media. The development of a culturally sensitive, cost-effective documentary format is described. An experience of rapid acceleration in demand for Pap smears in an underserved Latino community of East Los Angeles following the showing of one of these videos is chronicled as a spontaneous and informal evaluation of this approach to health education/promotion video production."
Hereditary breast and ovarian cancer syndrome: should we test adolescents?,"Seeber, Driscoll","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/15125901/,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of New York for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.,
Proceedings: Epidemiology of human breast cancer.,Cole,"Comparative Study, Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/4600635/,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of New York for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.,
Position of the American Dietetic Association: health implications of dietary fiber.,,"Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/9336564/,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of New York for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.,
Chemoprevention in the 21st century: is a balance best or should women have no estrogen at all?,Jordan,"Editorial, Review",https://pubmed.ncbi.nlm.nih.gov/15755960/,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of New York for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.,
Every encounter is an opportunity for recommending breast and cervical cancer screening in women. Alaska Breast & Cervical Cancer Early Detection Program.,,"Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/10916858/,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of New York for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.,
Cancer screening for the primary care physician.,"Ashkar, Bulbul, Sharara, Hourani, Hamadeh","Comparative Study, Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/12243426/,"Cancer screening guidelines are often conflicting leaving the primary care physician in a difficult position. Screening for some cancers, like lung cancer, has been considered of no benefit. For breast cancer, clinical examination and mammography are recommended every 1-2 years.","Cancer screening guidelines are developed by numerous agencies. These guidelines are often conflicting leaving the primary care physician in a difficult position. He (she) is requested to choose the best test for his or her patients taking into consideration the principles of screening, the test cost and most importantly the patient's emotional and physical well-being. Screening for some cancers, like lung cancer, has been considered of no benefit. Other cancers, like breast, colon, cervix and prostate, have been the subject of numerous recommendations: For breast cancer, clinical examination and mammography are recommended every 1-2 years for women between 50 to 70 years. For cervical cancer, PAP smear is suggested every 1-3 years and for colorectal cancer, a yearly fecal occult blood, sigmoidoscopy or colonoscopy every 5-10 years. Annual serum prostate specific antigen (PSA) and digital rectal examination screening for prostate cancer are still controversial."
"Breast Cancer: Risk Assessment, Screening, and Primary Prevention.","Michaels, Worthington, Rusiecki","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/36759097/,"This review provides an outline of a risk-based approach to breast cancer screening and prevention. All women should be assessed for breast cancer risk starting at age 18. Patients can then be stratified into average, moderate, and high-risk groups. Counseling on breast awareness and lifestyle changes is recommended for all women.","This review provides an outline of a risk-based approach to breast cancer screening and prevention. All women should be assessed for breast cancer risk starting at age 18 with identification of modifiable and non-modifiable risk factors. Patients can then be stratified into average, moderate, and high-risk groups with personalized screening and prevention plans. Counseling on breast awareness and lifestyle changes is recommended for all women, regardless of risk category. High-risk individuals may benefit from additional screening modalities such as MRI and chemoprevention and should be managed closely by a multidisciplinary team."
Lack of exercise is a major cause of chronic diseases.,"Booth, Roberts, Laye","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/23798298/,"Physical inactivity is a primary cause of most chronic diseases. Chronic diseases are major killers in the modern era. Physical activity/exercise is examined as primary prevention against 35 chronic conditions. In summary, the body rapidly maladapts to insufficient physical activity.","Chronic diseases are major killers in the modern era. Physical inactivity is a primary cause of most chronic diseases. The initial third of the article considers: activity and prevention definitions; historical evidence showing physical inactivity is detrimental to health and normal organ functional capacities; cause versus treatment; physical activity and inactivity mechanisms differ; gene-environment interaction (including aerobic training adaptations, personalized medicine, and co-twin physical activity); and specificity of adaptations to type of training. Next, physical activity/exercise is examined as primary prevention against 35 chronic conditions [accelerated biological aging/premature death, low cardiorespiratory fitness (VO2max), sarcopenia, metabolic syndrome, obesity, insulin resistance, prediabetes, type 2 diabetes, nonalcoholic fatty liver disease, coronary heart disease, peripheral artery disease, hypertension, stroke, congestive heart failure, endothelial dysfunction, arterial dyslipidemia, hemostasis, deep vein thrombosis, cognitive dysfunction, depression and anxiety, osteoporosis, osteoarthritis, balance, bone fracture/falls, rheumatoid arthritis, colon cancer, breast cancer, endometrial cancer, gestational diabetes, pre-eclampsia, polycystic ovary syndrome, erectile dysfunction, pain, diverticulitis, constipation, and gallbladder diseases]. The article ends with consideration of deterioration of risk factors in longer-term sedentary groups; clinical consequences of inactive childhood/adolescence; and public policy. In summary, the body rapidly maladapts to insufficient physical activity, and if continued, results in substantial decreases in both total and quality years of life. Taken together, conclusive evidence exists that physical inactivity is one important cause of most chronic diseases. In addition, physical activity primarily prevents, or delays, chronic diseases, implying that chronic disease need not be an inevitable outcome during life."
"COVID-19 Vaccination in Pregnancy, Paediatrics, Immunocompromised Patients, and Persons with History of Allergy or Prior SARS-CoV-2 Infection: Overview of Current Recommendations and Pre- and Post-Marketing Evidence for Vaccine Efficacy and Safety.","Luxi, Giovanazzi, Capuano, Crisafulli, Cutroneo, Fantini, Ferrajolo, Moretti, Poluzzi, Raschi, Ravaldi, Reno, Tuccori, Vannacci, Zanoni, TrifirÃ²,","Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/34739716/,"Four vaccines have been authorised for emergency use and under conditional approval by the European Medicines Agency to prevent COVID-19. Although the benefit-risk profile of these vaccines was proven to be largely favourable in the general population, evidence in special cohorts initially excluded from the pivotal trials is still limited.","To date, four vaccines have been authorised for emergency use and under conditional approval by the European Medicines Agency to prevent COVID-19: Comirnaty, COVID-19 Vaccine Janssen, Spikevax (previously COVID-19 Vaccine Moderna) and Vaxzevria (previously COVID-19 Vaccine AstraZeneca). Although the benefit-risk profile of these vaccines was proven to be largely favourable in the general population, evidence in special cohorts initially excluded from the pivotal trials, such as pregnant and breastfeeding women, children/adolescents, immunocompromised people and persons with a history of allergy or previous SARS-CoV-2 infection, is still limited. In this narrative review, we critically overview pre- and post-marketing evidence on the potential benefits and risks of marketed COVID-19 vaccines in the above-mentioned special cohorts. In addition, we summarise the recommendations of the scientific societies and regulatory agencies about COVID-19 primary prevention in the same vaccinee categories."
Position paper--HPV and the primary prevention of cancer; improving vaccine uptake by paediatricians.,"Ramet, van Esso, Meszner,","Journal Article, Research Support, Non-U.S. Gov't, Review",https://pubmed.ncbi.nlm.nih.gov/20686784/,"A large proportion of sexually active adults are infected with the human papillomaviruses (HPVs) Although largely asymptomatic, some types of HPVs (HPV-16, HPV-18) which infect the genitalia are known to cause cancers, including cervical cancer. HPV is also involved in the aetiology of cancers of the anus, vagina, vulva and penis.","A large proportion of sexually active adults are infected with the human papillomaviruses (HPVs). Although largely asymptomatic, some types of HPVs (HPV-16, HPV-18) which infect the genitalia are known to cause cancers, including cervical cancer. Cervical cancer is an important public health concern and is the second most clinically important cancer to breast cancer in women aged 15-44 years. Until recently, cervical cancer strategies focussed on screening. However, as adolescents become sexually active at a much younger age, the focus is on the use of vaccination as an effective measure to prevent progression of HPV infection to cancer. HPV is also involved in the aetiology of cancers of the anus, vagina, vulva and penis as well as genital warts and laryngeal papillomatosis in young children. Primary prevention through vaccination is now possible in Europe using either the quadrivalent HPV vaccine, GardasilÂ® (Sanofi Pasteur MSD), or the bivalent HPV vaccine, CervarixÂ® (GSK), which are both highly immunogenic, with their effects persisting for at least 5 years. HPV vaccines are well tolerated, with serious vaccine-related events occurring in less than 0.1% of patients for both vaccines. Here, we review the possibilities for utilising vaccination programmes alongside current cervical cancer screening in comprehensive cervical cancer prevention programmes. The European Academy of Paediatrics Scientific Working Group on Vaccination concluded that the use of HPV vaccines will have a significant impact in primary prevention of cancers and other HPV-related disease."
Male breast cancer after childhood cancer: Systematic review and analyses in the PanCareSurFup cohort.,"Wang, Reulen, Kremer, de Vathaire, Haupt, Zadravec Zaletel, Bagnasco, Demoor-Goldschmidt, van Dorp, Haddy, Hjorth, Jakab, Kuehni, LÃ¤hteenmÃ¤ki, van der Pal, Sacerdote, Skinner, Terenziani, Wesenberg, Winther, van Leeuwen, Hawkins, Teepen, van Dalen, Ronckers","Journal Article, Research Support, Non-U.S. Gov't, Systematic Review",https://pubmed.ncbi.nlm.nih.gov/35202973/,"Information on subsequent male breast cancer (SMBC) is limited. In the PanCareSurFup cohort we observed a 22.3-fold increased risk of SMBC. Compared to the general population, male CCSs have an elevated risk of developing subsequent breast cancer.","Breast cancer is a well-recognised late adverse effect in female childhood cancer survivors (CCSs), especially after chest radiotherapy; information on subsequent male breast cancer (SMBC) is limited. We summarised the existing evidence on SMBC after childhood cancer in a systematic review and investigated the risk of SMBC among males in a Pan-European cohort. We searched Medline/PubMed for cohort studies and case reports/series that assessed SMBC after childhood cancer (â‰¤21 years). Furthermore, we analysed data on SMBC in the PanCareSurFup cohort, reporting standardised incidence ratios (SIRs), absolute excess risks (AERs), and 5- and 10-year survival rates. The systematic review included 38 of 7080 potentially eligible articles. Cohort-specific SMBC frequencies were 0-0.40% (31 studies). SMBC occurred after a follow-up ranging from 24.0 to 42.0 years. Nine case reports/series described 11 SMBC cases, occurring 11.0-42.5 years after primary childhood cancer. In the PanCareSurFup cohort (16 SMBC/37,738 males; 0.04%), we observed a 22.3-fold increased risk of SMBC relative to the general male population (95% CI 12.7-36.2; absolute excess risk/100,000 person-years: 2.3, 95% CI 1.3-3.7). The five- and ten-year survival rates after SMBC diagnosis were 60.3% (95% CI 35.6%-85.0%) and 43.0% (95% CI 16.1%-69.9%), respectively. Clear evidence of risk factors did not emerge from these comprehensive efforts. Compared to the general population, male CCSs have an elevated risk of developing subsequent breast cancer, although the absolute risk is low. Health care providers should be aware of this rare yet serious late effect; male CCSs with symptoms potentially related to SMBC warrant careful examination."
Acrometastases to the Hand: A Systematic Review.,"Umana, Scalia, Palmisciano, Passanisi, Da Ros, Pompili, Barone, Amico, Tomasi, Graziano, Patti, Mele, Maugeri, Raffa, Giammalva, Iacopino, GermanÃ², Nicoletti, Ippolito, Sabini, Cicero, Strigari, Cuttone","Journal Article, Review, Systematic Review",https://pubmed.ncbi.nlm.nih.gov/34577873/,"Acrometastases (AM) refers to secondary lesions sited distally to the elbow and knee, representing 0.1% of all bony metastases. By frequency, pulmonary cancer and gastrointestinal and genitourinary tract neoplasms are the most responsible for the reported AM. Improvements in oncologic care favor an increase in the incidence of such rare cases.","<i>Background and Objectives:</i> The term acrometastases (AM) refers to secondary lesions sited distally to the elbow and knee, representing 0.1% of all bony metastases. By frequency, pulmonary cancer and gastrointestinal and genitourinary tract neoplasms are the most responsible for the reported AM. Improvements in oncologic patient care favor an increase in the incidence of such rare cases. We performed a systematic review of acrometastases to the hand to provide further insight into the management of these fragile patients. We also present a peculiar case of simultaneous acrometastasis to the ring finger and pathological vertebral fracture. <i>Material and Methods:</i> A literature search according to the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) statement was conducted using the PubMed, Google Scholar, and Scopus databases in December 2020 on metastasis to the hand and wrist, from 1986 to 2020. MeSH terms included acrometastasis, carpal metastasis, hand metastasis, finger metastasis, phalangeal metastasis, and wrist metastasis. <i>Results:</i> In total, 215 studies reporting the follow-up of 247 patients were analyzed, with a median age of 62 years (range 10-91 years). Overall, 162 out of 247 patients were males (65.6%) and 85 were females (34.4%). The median reported follow-up was 5 months (range 0.5-39). The median time from primary tumor diagnosis to acrometastasis was 24 months (range 0.7-156). Acrometastases were located at the finger/phalanx (68.4%), carpal (14.2%), metacarpal (14.2%), or other sites (3.2%). The primary tumors were pulmonary in 91 patients (36.8%). The average interval from primary tumor diagnosis to acrometastasis varied according to the primary tumor type from 2 months (in patients with mesenchymal tumors) to 64.0 months (in patients with breast cancer). <i>Conclusions:</i> Acrometastases usually develop in the late stage of oncologic disease and are associated with short life expectancy. Their occurrence can no longer be considered rare; physicians should thus be updated on their surgical management and their impact on prognosis and survival."
Prospects for the primary prevention of breast cancer.,"Bernstein, Ross, Henderson","Journal Article, Research Support, U.S. Gov't, P.H.S., Review",https://pubmed.ncbi.nlm.nih.gov/1311141/,"The goal is to reduce the number of ovulatory menstrual cycles a woman experiences in order to reduce her exposure to estrogen and progesterone. Physical activity during adolescence is proposed as a nonhormonal method of accomplishing this. Tamoxifen, which is effective in breast cancer therapy, provides endocrine control of estrogen-regulated breast tumor growth.","In this paper, the rationale, stage of development, and known or potential adverse effects of three potential strategies for the prevention of breast cancer are reviewed. Two methods--the use of tamoxifen in postmenopausal women and the use of luteinizing hormone (LH)-releasing hormone agonists in premenopausal women--involve hormonal manipulation. In the premenopausal period, the goal is to reduce the number of ovulatory menstrual cycles a woman experiences in order to reduce her exposure to estrogen and progesterone. Physical activity during adolescence is proposed as a nonhormonal method of accomplishing this. The use of LH-releasing hormone agonists to produce a reversible menopause can also reduce a woman's cumulative exposure to ovarian steroid hormones. Tamoxifen, which is effective in breast cancer therapy, provides endocrine control of estrogen-regulated breast tumor growth. Breast cancer chemoprevention trials using tamoxifen among postmenopausal women have been proposed, and pilot studies are under way."
Preadolescent and adolescent risk factors for benign breast disease.,"Frazier, Rosenberg","Journal Article, Research Support, N.I.H., Extramural, Review",https://pubmed.ncbi.nlm.nih.gov/23601609/,"Early life exposures and behaviors appear to impact BBD risk. Higher intake of vegetable oils, nuts, vitamin E, and fiber and lower consumption of animal fat, red meat, and alcohol are associated with reduced risk of BBD. A diagnosis of proliferative BBD independent of other breast cancer risk factors increases the subsequent risk of breast cancer.","It is well established that exposures during childhood and adolescence affect breast cancer risk much later in life. Recently, studies have begun to evaluate whether early life exposures might also impact the risk of developing benign breast disease (BBD). A diagnosis of proliferative BBD independent of other breast cancer risk factors also increases the subsequent risk of breast cancer; therefore, understanding how to decrease the incidence of BBD may have important implications for primary breast cancer prevention. We reviewed several studies from prospective cohort studies that have investigated the relationship between risk factors during childhood and adolescence, such as anthropometric and reproductive characteristics as well as diet and other behaviors, and subsequent risk of BBD. Higher intake of vegetable oils, nuts, vitamin E, and fiber and lower consumption of animal fat, red meat, and alcohol are associated with reduced risk of BBD. Childhood weight and adolescent body mass index are inversely associated with BBD risk, whereas a greater peak height velocity during adolescence is associated with a higher risk of BBD. There was no association between age of menarche and risk of BBD. Early life exposures and behaviors appear to impact BBD risk. The current body of evidence further supports the importance of a life-course approach to breast cancer prevention."
Contraception.,Mishell,"Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/356591/,CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots of New York for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.,
Preventing obesity starts with breastfeeding.,Spatz,"Journal Article, Review",https://pubmed.ncbi.nlm.nih.gov/24476651/,"An infant's nutrition at birth affects not only short-term health outcomes but also the health of that person as a child, adolescent, and adult. Breastfeeding is one concrete method to address the obesity epidemic that is growing worldwide.","Preventing obesity starts with breastfeeding. An infant's nutrition at birth affects not only short-term health outcomes but also the health of that person as a child, adolescent, and adult. This article examines major findings that all conclude that any breastfeeding will help protect an infant from obesity and overweight. Research supports that the more exclusive and longer a child is breastfed, the more protection from overweight and obesity is conferred. Mechanisms of action are explored in this article. It is of paramount importance to provide evidence-based lactation support and care to families to improve the incidence, exclusivity, and duration of breastfeeding. Breastfeeding is one concrete method to address the obesity epidemic that is growing worldwide."
