Title,Link,ArticleType,Abstract,SupplementaryDatasets
"Integrated Bioinformatics, Environmental Epidemiologic and Genomic Approaches to Identify Environmental and Molecular Links between Endometriosis and Breast Cancer",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4632802,Article,"We present a combined environmental epidemiologic, genomic, and bioinformatics approach to identify: exposure of environmental chemicals with estrogenic activity; epidemiologic association between endocrine disrupting chemical (EDC) and health effects, such as, breast cancer or endometriosis; and gene-EDC interactions and disease associations. Human exposure measurement and modeling confirmed estrogenic activity of three selected class of environmental chemicals, polychlorinated biphenyls (PCBs), bisphenols (BPs), and phthalates. Meta-analysis showed that PCBs exposure, not Bisphenol A (BPA) and phthalates, increased the summary odds ratio for breast cancer and endometriosis. Bioinformatics analysis of gene-EDC interactions and disease associations identified several hundred genes that were altered by exposure to PCBs, phthalate or BPA. EDCs-modified genes in breast neoplasms and endometriosis are part of steroid hormone signaling and inflammation pathways. All three EDCs–PCB 153, phthalates, and BPA influenced five common genes—",
"Mitochondrial oxidative stress in cancer-associated fibroblasts drives lactate production, promoting breast cancer tumor growth",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3272288,Report,"Increasing chronological age is the most significant risk factor for cancer. Recently, we proposed a new paradigm for understanding the role of the aging and the tumor microenvironment in cancer onset. In this model, cancer cells induce oxidative stress in adjacent stromal fibroblasts. This, in turn, causes several changes in the phenotype of the fibroblast including mitochondrial dysfunction, hydrogen peroxide production and aerobic glycolysis, resulting in high levels of L-lactate production. L-lactate is then transferred from these glycolytic fibroblasts to adjacent epithelial cancer cells and used as “fuel” for oxidative mitochondrial metabolism. Here, we created a new pre-clinical model system to directly test this hypothesis experimentally. To synthetically generate glycolytic fibroblasts, we genetically-induced mitochondrial dysfunction by knocking down TFAM using an sh-RNA approach. TFAM is mitochondrial transcription factor A, which is important in functionally maintaining the mitochondrial respiratory chain. Interestingly, TFAM-deficient fibroblasts showed evidence of mitochondrial dysfunction and oxidative stress, with the loss of certain mitochondrial respiratory chain components, and the over-production of hydrogen peroxide and L-lactate. Thus, TFAM-deficient fibroblasts underwent metabolic reprogramming towards aerobic glycolysis. Most importantly, TFAM-deficient fibroblasts significantly promoted tumor growth, as assayed using a human breast cancer (MDA-MB-231) xenograft model. These increases in glycolytic fibroblast driven tumor growth were independent of tumor angiogenesis. Mechanistically, TFAM-deficient fibroblasts increased the mitochondrial activity of adjacent epithelial cancer cells in a co-culture system, as seen using MitoTracker. Finally, TFAM-deficient fibroblasts also showed a loss of caveolin-1 (Cav-1), a known breast cancer stromal biomarker. Loss of stromal fibroblast Cav-1 is associated with early tumor recurrence, metastasis and treatment failure, resulting in poor clinical outcome in breast cancer patients. Thus, this new experimental model system, employing glycolytic fibroblasts, may be highly clinically relevant. These studies also have implications for understanding the role of hydrogen peroxide production in oxidative damage and “host cell aging,” in providing a permissive metabolic microenvironment for promoting and sustaining tumor growth.",
"The Role of Amino Acids in the Diagnosis, Risk Assessment, and Treatment of Breast Cancer: A Review",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10527988,Review,"This review summarizes the role of amino acids in the diagnosis, risk assessment, imaging, and treatment of breast cancer. It was shown that the content of individual amino acids changes in breast cancer by an average of 10–15% compared with healthy controls. For some amino acids (Thr, Arg, Met, and Ser), an increase in concentration is more often observed in breast cancer, and for others, a decrease is observed (Asp, Pro, Trp, and His). The accuracy of diagnostics using individual amino acids is low and increases when a number of amino acids are combined with each other or with other metabolites. Gln/Glu, Asp, Arg, Leu/Ile, Lys, and Orn have the greatest significance in assessing the risk of breast cancer. The variability in the amino acid composition of biological fluids was shown to depend on the breast cancer phenotype, as well as the age, race, and menopausal status of patients. In general, the analysis of changes in the amino acid metabolism in breast cancer is a promising strategy not only for diagnosis, but also for developing new therapeutic agents, monitoring the treatment process, correcting complications after treatment, and evaluating survival rates.",
Progesterone and Breast Cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7156851,Reviews,"Synthetic progestogens (progestins) have been linked to increased breast cancer risk; however, the role of endogenous progesterone in breast physiology and carcinogenesis is less clearly defined. Mechanistic studies using cell culture, tissue culture, and preclinical models implicate progesterone in breast carcinogenesis. In contrast, limited epidemiologic data generally do not show an association of circulating progesterone levels with risk, and it is unclear whether this reflects methodologic limitations or a truly null relationship. Challenges related to defining the role of progesterone in breast physiology and neoplasia include: complex interactions with estrogens and other hormones (eg, androgens, prolactin, etc.), accounting for timing of blood collections for hormone measurements among cycling women, and limitations of assays to measure progesterone metabolites in blood and progesterone receptor isotypes (PRs) in tissues. Separating the individual effects of estrogens and progesterone is further complicated by the partial dependence of",
Dietary Natural Products for Prevention and Treatment of Breast Cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5537842,Review,"Breast cancer is the most common cancer among females worldwide. Several epidemiological studies suggested the inverse correlation between the intake of vegetables and fruits and the incidence of breast cancer. Substantial experimental studies indicated that many dietary natural products could affect the development and progression of breast cancer, such as soy, pomegranate, mangosteen, citrus fruits, apple, grape, mango, cruciferous vegetables, ginger, garlic, black cumin, edible macro-fungi, and cereals. Their anti-breast cancer effects involve various mechanisms of action, such as downregulating ER-α expression and activity, inhibiting proliferation, migration, metastasis and angiogenesis of breast tumor cells, inducing apoptosis and cell cycle arrest, and sensitizing breast tumor cells to radiotherapy and chemotherapy. This review summarizes the potential role of dietary natural products and their major bioactive components in prevention and treatment of breast cancer, and special attention was paid to the mechanisms of action.",
The involvement of oncobiosis and bacterial metabolite signaling in metastasis formation in breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8825384,Article,"Breast cancer, the most frequent cancer in women, is characterized by pathological changes to the microbiome of breast tissue, the tumor, the gut, and the urinary tract. Changes to the microbiome are determined by the stage, grade, origin (NST/lobular), and receptor status of the tumor. This year is the 50th anniversary of when Hill and colleagues first showed that changes to the gut microbiome can support breast cancer growth, namely that the oncobiome can reactivate excreted estrogens. The currently available human and murine data suggest that oncobiosis is not a cause of breast cancer, but can support its growth. Furthermore, preexisting dysbiosis and the predisposition to cancer are transplantable. The breast’s and breast cancer’s inherent microbiome and the gut microbiome promote breast cancer growth by reactivating estrogens, rearranging cancer cell metabolism, bringing about a more inflammatory microenvironment, and reducing the number of tumor-infiltrating lymphocytes. Furthermore, the gut microbiome can produce cytostatic metabolites, the production of which decreases or blunts breast cancer. The role of oncobiosis in the urinary tract is largely uncharted. Oncobiosis in breast cancer supports invasion, metastasis, and recurrence by supporting cellular movement, epithelial-to-mesenchymal transition, cancer stem cell function, and diapedesis. Finally, the oncobiome can modify the pharmacokinetics of chemotherapeutic drugs. The microbiome provides novel leverage on breast cancer that should be exploited for better management of the disease.",
"Adverse outcome pathways for ionizing radiation and breast cancer involve direct and indirect DNA damage, oxidative stress, inflammation, genomic instability, and interaction with hormonal regulation of the breast",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261741,Review Article,"Knowledge about established breast carcinogens can support improved and modernized toxicological testing methods by identifying key mechanistic events. Ionizing radiation (IR) increases the risk of breast cancer, especially for women and for exposure at younger ages, and evidence overall supports a linear dose–response relationship. We used the Adverse Outcome Pathway (AOP) framework to outline and evaluate the evidence linking ionizing radiation with breast cancer from molecular initiating events to the adverse outcome through intermediate key events, creating a qualitative AOP. We identified key events based on review articles, searched PubMed for recent literature on key events and IR, and identified additional papers using references. We manually curated publications and evaluated data quality. Ionizing radiation directly and indirectly causes DNA damage and increases production of reactive oxygen and nitrogen species (RONS). RONS lead to DNA damage and epigenetic changes leading to mutations and genomic instability (GI). Proliferation amplifies the effects of DNA damage and mutations leading to the AO of breast cancer. Separately, RONS and DNA damage also increase inflammation. Inflammation contributes to direct and indirect effects (effects in cells not directly reached by IR) via positive feedback to RONS and DNA damage, and separately increases proliferation and breast cancer through pro-carcinogenic effects on cells and tissue. For example, gene expression changes alter inflammatory mediators, resulting in improved survival and growth of cancer cells and a more hospitable tissue environment. All of these events overlap at multiple points with events characteristic of “background” induction of breast carcinogenesis, including hormone-responsive proliferation, oxidative activity, and DNA damage. These overlaps make the breast particularly susceptible to ionizing radiation and reinforce that these biological activities are important characteristics of carcinogens. Agents that increase these biological processes should be considered potential breast carcinogens, and predictive methods are needed to identify chemicals that increase these processes. Techniques are available to measure RONS, DNA damage and mutation, cell proliferation, and some inflammatory proteins or processes. Improved assays are needed to measure GI and chronic inflammation, as well as the interaction with hormonally driven development and proliferation. Several methods measure diverse epigenetic changes, but it is not clear which changes are relevant to breast cancer. In addition, most toxicological assays are not conducted in mammary tissue, and so it is a priority to evaluate if results from other tissues are generalizable to breast, or to conduct assays in breast tissue. Developing and applying these assays to identify exposures of concern will facilitate efforts to reduce subsequent breast cancer risk.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261741/bin/204_2020_2752_MOESM1_ESM.xlsx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261741/bin/204_2020_2752_MOESM2_ESM.xlsx, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261741/bin/204_2020_2752_MOESM3_ESM.xlsx"
Targeting the ZNF‐148/miR‐335/SOD2 signaling cascade triggers oxidative stress‐mediated pyroptosis and suppresses breast cancer progression,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10726847,Research Article,,
The role of obesity and bariatric surgery-induced weight loss in breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9470652,Article,"Obesity is a complex metabolic condition considered a worldwide public health crisis, and a deeper mechanistic understanding of obesity-associated diseases is urgently needed. Obesity comorbidities include many associated cancers and are estimated to account for 20% of female cancer deaths in the USA. Breast cancer, in particular, is associated with obesity and is the focus of this review. The exact causal links between obesity and breast cancer remain unclear. Still, interactions have emerged between body mass index, tumor molecular subtype, genetic background, and environmental factors that strongly suggest obesity influences the risk and progression of certain breast cancers. Supportive preclinical research uses various diet-induced obesity models to demonstrate that weight loss, via dietary interventions or changes in energy expenditure, reduces the onset or progression of breast cancers. Ongoing and future studies are now aimed at elucidating the underpinning mechanisms behind weight-loss-driven observations to improve therapy and outcomes in patients with breast cancer and reduce risk. This review aims to summarize the rapidly emerging literature on obesity and weight loss strategies with a focused discussion of bariatric surgery in both clinical and preclinical studies detailing the complex interactions between metabolism, immune response, and immunotherapy in the setting of obesity and breast cancer.",
Inflammatory Biomarkers and Breast Cancer Risk: A Systematic Review of the Evidence and Future Potential for Intervention Research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7432395,Review,"Measuring systemic chronic inflammatory markers in the blood may be one way of understanding the role of inflammation in breast cancer risk, and might provide an intermediate outcome marker in prevention studies. Here, we present the results of a systematic review of prospective epidemiologic studies that examined associations between systemic inflammatory biomarkers measured in blood and breast cancer risk. From 1 January 2014 to 20 April 2020, we identified 18 unique studies (from 16 publications) that examined the association of systemic inflammatory biomarkers measured in blood with breast cancer risk using prospectively collected epidemiologic data. Only one marker, C-reactive protein, was studied extensively (measured in 13 of the 16 publications), and had some evidence of a positive association with breast cancer risk. Evidence associating other inflammatory biomarkers and more comprehensive panels of markers with the development of breast cancer is limited. Future prospective evidence from expanded panels of systemic blood inflammatory biomarkers is needed to establish strong and independent links with breast cancer risk, along with mechanistic studies to understand inflammatory pathways and demonstrate how breast tissue responds to chronic inflammation. This knowledge could ultimately support the development and evaluation of mechanistically driven interventions to reduce inflammation and prevent breast cancer.",
Perfluoroalkyl substances (PFASs) as risk factors for breast cancer: a case–control study in Chinese population,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9463854,Research,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9463854/bin/12940_2022_895_MOESM1_ESM.docx
Counteracting Chemoresistance with Metformin in Breast Cancers: Targeting Cancer Stem Cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7565921,Review,"Despite the leaps and bounds in achieving success in the management and treatment of breast cancers through surgery, chemotherapy, and radiotherapy, breast cancer remains the most frequently occurring cancer in women and the most common cause of cancer-related deaths among women. Systemic therapeutic approaches, such as chemotherapy, although beneficial in treating and curing breast cancer subjects with localized breast tumors, tend to fail in metastatic cases of the disease due to (a) an acquired resistance to the chemotherapeutic drug and (b) the development of intrinsic resistance to therapy. The existence of cancer stem cells (CSCs) plays a crucial role in both acquired and intrinsic chemoresistance. CSCs are less abundant than terminally differentiated cancer cells and confer chemoresistance through a unique altered metabolism and capability to evade the immune response system. Furthermore, CSCs possess active DNA repair systems, transporters that support multidrug resistance (MDR), advanced detoxification processes, and the ability to self-renew and differentiate into tumor progenitor cells, thereby supporting cancer invasion, metastasis, and recurrence/relapse. Hence, current research is focusing on targeting CSCs to overcome resistance and improve the efficacy of the treatment and management of breast cancer. Studies revealed that metformin (1, 1-dimethylbiguanide), a widely used anti-hyperglycemic agent, sensitizes tumor response to various chemotherapeutic drugs. Metformin selectively targets CSCs and improves the hypoxic microenvironment, suppresses the tumor metastasis and inflammation, as well as regulates the metabolic programming, induces apoptosis, and reverses epithelial–mesenchymal transition and MDR. Here, we discuss cancer (breast cancer) and chemoresistance, the molecular mechanisms of chemoresistance in breast cancers, and metformin as a chemo-sensitizing/re-sensitizing agent, with a particular focus on breast CSCs as a critical contributing factor to acquired and intrinsic chemoresistance. The review outlines the prospects and directions for a better understanding and re-purposing of metformin as an anti-cancer/chemo-sensitizing drug in the treatment of breast cancer. It intends to provide a rationale for the use of metformin as a combinatory therapy in a clinical setting.",
Regulation of breast cancer metastasis signaling by miRNAs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7487050,Article,"Despite the decline in death rate from breast cancer and recent advances in targeted therapies and combinations for the treatment of metastatic disease, metastatic breast cancer remains the second leading cause of cancer-associated death in U.S. women. The invasion-metastasis cascade involves a number of steps and multitudes of proteins and signaling molecules. The pathways include invasion, intravasation, circulation, extravasation, infiltration into a distant site to form a metastatic niche, and micrometastasis formation in a new environment. Each of these processes is regulated by changes in gene expression. Noncoding RNAs including microRNAs (miRNAs) are involved in breast cancer tumorigenesis, progression, and metastasis by post-transcriptional regulation of target gene expression. miRNAs can stimulate oncogenesis (oncomiRs), inhibit tumor growth (tumor suppressors or miRsupps), and regulate gene targets in metastasis (metastamiRs). The goal of this review is to summarize some of the key miRNAs that regulate genes and pathways involved in metastatic breast cancer with an emphasis on estrogen receptor α (ERα+) breast cancer. We reviewed the identity, regulation, human breast tumor expression, and reported prognostic significance of miRNAs that have been documented to directly target key genes in pathways, including epithelial-to-mesenchymal transition (EMT) contributing to the metastatic cascade. We critically evaluated the evidence for metastamiRs and their targets and miRNA regulation of metastasis suppressor genes in breast cancer progression and metastasis. It is clear that our understanding of miRNA regulation of targets in metastasis is incomplete.",
LINC00092 Modulates Oxidative Stress and Glycolysis of Breast Cancer Cells via Pyruvate Carboxylase-Mediated AKT/mTOR Pathway,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9256459,Research Article,,
SLC1A5 co-expression with TALDO1 associates with endocrine therapy failure in estrogen receptor-positive breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8357718,Preclinical Study,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8357718/bin/10549_2021_6298_MOESM1_ESM.pdf
The RUNX/CBFβ Complex in Breast Cancer: A Conundrum of Context,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953914,Review,"Dissecting and identifying the major actors and pathways in the genesis, progression and aggressive advancement of breast cancer is challenging, in part because neoplasms arising in this tissue represent distinct diseases and in part because the tumors themselves evolve. This review attempts to illustrate the complexity of this mutational landscape as it pertains to the",
"Nutrigenomics and Breast Cancer: State-of-Art, Future Perspectives and Insights for Prevention",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7071273,Review,"Proper nutrition plays a major role in preventing diseases and, therefore, nutritional interventions constitute crucial strategies in the field of Public Health. Nutrigenomics and nutriproteomics are arising from the integration of nutritional, genomics and proteomics specialties in the era of postgenomics medicine. In particular, nutrigenomics and nutriproteomics focus on the interaction between nutrients and the human genome and proteome, respectively, providing insights into the role of diet in carcinogenesis. Further omics disciplines, like metabonomics, interactomics and microbiomics, are expected to provide a better understanding of nutrition and its underlying factors. These fields represent an unprecedented opportunity for the development of personalized diets in women at risk of developing breast cancer.",
Notch3 restricts metastasis of breast cancers through regulation of the JAK/STAT5A signaling pathway,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10734157,Research,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10734157/bin/12885_2023_11746_MOESM1_ESM.pdf
Label-Free Proteomics Revealed Oxidative Stress and Inflammation as Factors That Enhance Chemoresistance in Luminal Breast Cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6702830,Research Article,"Breast cancer is the leading cause of cancer-associated death among women worldwide. Its high mortality rate is related to resistance towards chemotherapies, which is one of the major challenges of breast cancer research. In this study, we used label-free mass spectrometry- (MS-) based proteomics to investigate the differences between circulating proteins in the plasma of patients with chemoresponsive and chemoresistant luminal A breast cancer. MS analysis revealed 205 differentially expressed proteins. Furthermore, we used in silico tools to build protein-protein interaction networks. Most of the upregulated proteins in the chemoresistant group were closely related and tightly linked. The predominant networks were related to oxidative stress, the inflammatory response, and the complement cascade. Through this analysis, we identified inflammation and oxidative stress as central processes of breast cancer chemoresistance. Furthermore, we confirmed our hypothesis by evaluating oxidative stress and performing cytokine profiling in our cohort. The connections among oxidative stress, inflammation, and the complement system described in our study seem to indicate a pivotal axis in breast cancer chemoresistance. Hence, these findings will have significant clinical implications for improving therapies to bypass breast cancer chemoresistance in the future.",
Gene–environment interactions involving functional variants: Results from the Breast Cancer Association Consortium,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5601244,Cancer Genetics and Epigenetics,"Investigating the most likely causal variants identified by fine‐mapping analyses may improve the power to detect gene–environment interactions. We assessed the interplay between 70 single nucleotide polymorphisms identified by genetic fine‐scale mapping of susceptibility loci and 11 epidemiological breast cancer risk factors in relation to breast cancer. Analyses were conducted on up to 58,573 subjects (26,968 cases and 31,605 controls) from the Breast Cancer Association Consortium, in one of the largest studies of its kind. Analyses were carried out separately for estrogen receptor (ER) positive (ER+) and ER negative (ER–) disease. The Bayesian False Discovery Probability (BFDP) was computed to assess the noteworthiness of the results. Four potential gene–environment interactions were identified as noteworthy (BFDP < 0.80) when assuming a true prior interaction probability of 0.01. The strongest interaction result in relation to overall breast cancer risk was found between",
Pre‐treatment systemic immune‐inflammation index is a useful prognostic indicator in patients with breast cancer undergoing neoadjuvant chemotherapy,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7077539,Original Article,"The systemic immune‐inflammation index (SII = N × P/L) based on neutrophil (N), platelet (P) and lymphocyte (L) counts is used to predict the survival of patients with malignant tumours and can fully reflect the balance between host inflammatory and immune status. This study is conducted to explore the potential prognostic significance of SII in patients with breast cancer undergoing neoadjuvant chemotherapy (NACT). A total of 262 patients with breast cancer received NACT were enrolled in this study. According to the receiver operating characteristic curve, the optimal cut‐off value of SII was divided into two groups: low SII group (<602 × 10",
Dietary Antioxidant Capacity Promotes a Protective Effect against Exacerbated Oxidative Stress in Women Undergoing Adjuvant Treatment for Breast Cancer in a Prospective Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8707537,Article,"Breast cancer (Bca) is the most common type of cancer among women worldwide, and oxidative stress caused by adjuvant treatment may be decreased by antioxidant intake. The aim of this study is to investigate the associations between Dietary antioxidant Capacity (DaC) and oxidation and antioxidant biomarkers in women undergoing adjuvant treatment (AT) for Bca. This prospective study had a sample of 70 women (52.2 ± 10.7 y). DaC (mmol/g) was calculated using nutritional data obtained from a Food Frequency Questionnaire, and blood was collected to measure the oxidation and antioxidant biomarkers at baseline (T0), and after AT (T1). Carbonylated protein levels were inversely associated with DaC at T1 (",
Oxidative stress contributes to the tamoxifen-induced killing of breast cancer cells: implications for tamoxifen therapy and resistance,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4756695,Article,"Tamoxifen is the accepted therapy for patients with estrogen receptor-α (ERα)-positive breast cancer. However, clinical resistance to tamoxifen, as demonstrated by recurrence or progression on therapy, is frequent and precedes death from metastases. To improve breast cancer treatment it is vital to understand the mechanisms that result in tamoxifen resistance. This study shows that concentrations of tamoxifen and its metabolites, which accumulate in tumors of patients, killed both ERα-positive and ERα-negative breast cancer cells. This depended on oxidative damage and anti-oxidants rescued the cancer cells from tamoxifen-induced apoptosis. Breast cancer cells responded to tamoxifen-induced oxidation by increasing Nrf2 expression and subsequent activation of the anti-oxidant response element (ARE). This increased the transcription of anti-oxidant genes and multidrug resistance transporters. As a result, breast cancer cells are able to destroy or export toxic oxidation products leading to increased survival from tamoxifen-induced oxidative damage. These responses in cancer cells also occur in breast tumors of tamoxifen-treated mice. Additionally, high levels of expression of Nrf2, ABCC1, ABCC3 plus NAD(P)H dehydrogenase quinone-1 in breast tumors of patients at the time of diagnosis were prognostic of poor survival after tamoxifen therapy. Therefore, overcoming tamoxifen-induced activation of the ARE could increase the efficacy of tamoxifen in treating breast cancer.",
Sporadic activation of an oxidative stress-dependent NRF2–p53 signaling network in breast epithelial spheroids and premalignancies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7315801,Article,"Breast and mammary epithelial cells experience different local environments during tissue development and tumorigenesis. Microenvironmental heterogeneity gives rise to distinct cell-regulatory states whose identity and importance are just beginning to be appreciated. Cellular states diversify when clonal three-dimensional (3D) spheroids are cultured in basement membrane, and one such state is associated with stress tolerance and poor response to anticancer therapeutics. Here, we found that this state was jointly coordinated by the NRF2 and p53 pathways, which were co-stabilized by spontaneous oxidative stress within 3D cultures. Inhibition of NRF2 or p53 individually disrupted some of the transcripts defining the regulatory state but did not yield a notable phenotype in nontransformed breast epithelial cells. In contrast, combined perturbation prevented 3D growth in an oxidative stress-dependent manner. By integrating systems models of NRF2 and p53 signaling in a single oxidative-stress network, we recapitulated these observations and made predictions about oxidative-stress profiles during 3D growth. NRF2 and p53 signaling were similarly coordinated in normal breast epithelial tissue and hormone-negative ductal carcinoma in situ lesions, but were uncoupled in triple-negative breast cancer (TNBC), a subtype in which p53 is usually mutated. Using the integrated model, we correlated the extent of this uncoupling in TNBC cell lines with the importance of NRF2 in the 3D growth of these cell lines and their predicted handling of oxidative stress. Our results point to an oxidative stress-tolerance network that is important for single cells during glandular development and the early stages of breast cancer.",
"Influence of breast cancer risk factors on proliferation and DNA damage in human breast glandular tissues: role of intracellular estrogen levels, oxidative stress and estrogen biotransformation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8837527,Genotoxicity and Carcinogenicity,"Breast cancer etiology is associated with both proliferation and DNA damage induced by estrogens. Breast cancer risk factors (BCRF) such as body mass index (BMI), smoking, and intake of estrogen-active drugs were recently shown to influence intratissue estrogen levels. Thus, the aim of the present study was to investigate the influence of BCRF on estrogen-induced proliferation and DNA damage in 41 well-characterized breast glandular tissues derived from women without breast cancer. Influence of intramammary estrogen levels and BCRF on estrogen receptor (ESR) activation, ESR-related proliferation (indicated by levels of marker transcripts), oxidative stress (indicated by levels of","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8837527/bin/204_2021_3198_MOESM1_ESM.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8837527/bin/204_2021_3198_MOESM2_ESM.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8837527/bin/204_2021_3198_MOESM3_ESM.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8837527/bin/204_2021_3198_MOESM4_ESM.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8837527/bin/204_2021_3198_MOESM5_ESM.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8837527/bin/204_2021_3198_MOESM6_ESM.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8837527/bin/204_2021_3198_MOESM7_ESM.pdf, https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8837527/bin/204_2021_3198_MOESM8_ESM.pdf"
Targeting glucose‐6‐phosphate dehydrogenase by,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10087799,Original Article,"Dysregulation of G6PD involved in the pentose phosphate pathway (PPP) is known to promote tumorigenesis. The PPP plays a pivotal role in meeting the anabolic demands of cancer cells. However, the detailed underlying molecular mechanisms of targeting the G6PD‐regulated PPP in breast cancer remain unclear. In this study, we aimed to elucidate the molecular pathways mediating the effects of G6PD on cancer progression. Clinical sample analysis found that the expression of G6PD in breast cancer patients was higher than that in normal controls, and patients with higher G6PD expression had poor survival. Gene knockdown or inhibition of G6PD by 6‐AN in MCF‐7 and MDA‐MB‐231 cells significantly decreased cell viability, migration, and colony formation ability. G6PD enzyme activity was inhibited by 6‐AN treatment, which caused a transient upregulation of ROS. The elevated ROS was independent of cell apoptosis and thus associated with abnormal activated autophagy. Accumulated ROS levels induced autophagic cell death in breast cancer. Inhibition of G6PD suppresses tumour growth in preclinical models of breast cancer. Our results indicate that targeting the G6PD‐regulated PPP could restrain tumours",
"Vitamin D, Th17 Lymphocytes, and Breast Cancer",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9367508,Review,,
The Mediterranean Diet and Breast Cancer: A Personalised Approach,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6787593,Review,"There have been many original and review articles summarizing the impact of nutrition and diet on breast cancer risk. However, very few consider the implication of genetic background and the effect of personalised nutrition on the risk and prognosis of breast cancer. A literature search was performed using the following databases: MEDLINE (Ovid), PubMed, Scopus and EMBASE (Ovid). The ensuing search terms were selected: genomics, nutrigenomics, breast cancer, breast neoplasms, cancer, nutrigenetics, diet–gene interaction, and Mediterranean, nutrition, polyphenols and diet. In this review, we discuss the Mediterranean-style diet and associated nutrients, evidence of benefit, impact on gene expression and evidence of interactions with genotype and how this interaction can modify breast cancer risk and progression. In addition, the impact of nutrients commonly associated with a Mediterranean-style diet, on breast cancer treatment, and synergistic effects are mentioned when modified by genotype. Some evidence exists around the benefit of a gene-based personalised diet based on a Mediterranean-style dietary pattern, but further evidence in the form of clinical trials is required before such an approach can be comprehensively implemented.",
Glutamine-Fructose-6-Phosphate Transaminase 2 (GFPT2) Is Upregulated in Breast Epithelial–Mesenchymal Transition and Responds to Oxidative Stress,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8803663,Research,"Breast cancer cells that have undergone partial epithelial–mesenchymal transition (EMT) are believed to be more invasive than cells that have completed EMT. To study metabolic reprogramming in different mesenchymal states, we analyzed protein expression following EMT in the breast epithelial cell model D492 with single-shot LFQ supported by a SILAC proteomics approach. The D492 EMT cell model contains three cell lines: the epithelial D492 cells, the mesenchymal D492M cells, and a partial mesenchymal, tumorigenic variant of D492 that overexpresses the oncogene HER2. The analysis classified the D492 and D492M cells as basal-like and D492HER2 as claudin-low. Comparative analysis of D492 and D492M to tumorigenic D492HER2 differentiated metabolic markers of migration from those of invasion. Glutamine-fructose-6-phosphate transaminase 2 (GFPT2) was one of the top dysregulated enzymes in D492HER2. Gene expression analysis of the cancer genome atlas showed that GFPT2 expression was a characteristic of claudin-low breast cancer. siRNA-mediated knockdown of",
Recent Advances in Drug Discovery for Triple-Negative Breast Cancer Treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10672974,Review,"Triple-negative breast cancer (TNBC) is one of the most heterogeneous and aggressive breast cancer subtypes with a high risk of death on recurrence. To date, TNBC is very difficult to treat due to the lack of an effective targeted therapy. However, recent advances in the molecular characterization of TNBC are encouraging the development of novel drugs and therapeutic combinations for its therapeutic management. In the present review, we will provide an overview of the currently available standard therapies and new emerging therapeutic strategies against TNBC, highlighting the promises that newly developed small molecules, repositioned drugs, and combination therapies have of improving treatment efficacy against these tumors.",
A narrative review on the interaction between genes and the treatment of hypertension and breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8184430,Review Article,,
